Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
supervisión de embarazo de alto riesgo con antecedente de muerte intrauterina (régimen/tratamiento)	713234005	régimen/tratamiento	0	0	[713233004, 713242006, 713241004, 702740001, 32531000119102, 713240003, 702736005, 713237003, 74961000119106, 713239000]	0	1.0	2	1.0	[116680003, 363702006]	713233004	2	1.0	[116680003, 363702006]	713233004	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 702742009, 47200007, 10761591000119105, 386322007, 713242006, 10761551000119100], [47200007, 702738006, 702741002, 386322007, 702758007, 15508007, 401330008, 74491000119109, 237239003, 10761551000119100]]	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 702742009, 47200007, 10761591000119105, 386322007, 713242006, 10761551000119100], [47200007, 702738006, 702741002, 386322007, 702758007, 15508007, 401330008, 74491000119109, 237239003, 10761551000119100]]
linfoma semejante a hidroa vacciniforme (trastorno)	763719001	trastorno	5	5	[450907007, 789440003, 419094004, 783220004, 733875004, 200837006, 782919005, 109976000, 419770008, 419879004]	0	1.0	1	1.0	[116680003]	450907007	3	0.75	[116676008, 116680003, 246075003]	200837006	[[116680003, 1]]	[[789440003, 277466009, 414629003, 722958008, 445964006, 450907007, 20991001, 397351004, 703801008, 200837006]]	[[116676008, 0], [116680003, -1], [246075003, -1]]	[[450907007, 419094004, 277622004, 419879004, 783220004, 449217008, 77381001, 118617000, 448447004, 420788006], [238513004, 733210008, 762664003, 733209003, 402179009, 736883000, 386667005, 402318000, 403711001, 698253007], [403721009, 286631004, 450907007, 286632006, 41355003, 403714009, 419201009, 464184007, 403713003, 313093000]]
cinamil - alcohol deshidrogenasa (sustancia)	69095004	sustancia	0	0	[13305006, 26148001, 45717000, 26753001, 68826003, 43821000, 79211004, 87336008, 34690002, 129992001]	1	0.75	2	1.0	[116680003, 726542003]	13305006	2	1.0	[116680003, 726542003]	13305006	[[116680003, 0], [726542003, 0]]	[[129919009, 771363002, 68101005, 830279001, 130932001, 28598003, 130944003, 129921004, 130945002, 771370002], [736206000, 130154000, 130126007, 129941009, 129961003, 130097007, 130161001, 40588002, 48605006, 130134001]]	[[116680003, 0], [726542003, 0]]	[[129919009, 771363002, 68101005, 830279001, 130932001, 28598003, 130944003, 129921004, 130945002, 771370002], [736206000, 130154000, 130126007, 129941009, 129961003, 130097007, 130161001, 40588002, 48605006, 130134001]]
remoción colposcópica de cuerpo extraño de la vagina (procedimiento)	176740000	procedimiento	0	0	[176738005, 343973002, 363282007, 112914002, 176354006, 302421003, 450580000, 232574005, 37470006, 234928001]	0	1.0	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 42014008, 262604009, 9805008, 397325001, 8210009, 439722006, 19316008, 371646003, 22608008], [128395003, 128394004, 68017002, 49619003, 315305006, 235196003, 19678009, 78905003, 1868005, 39536003], [129303008, 129306000, 360325005, 281698007, 129443004, 129399000, 129287005, 277763000, 129291000, 129398008], [76784001, 12817009, 85802006, 18857001, 312597003, 464661001, 359980002, 248906008, 236267004, 276313002]]	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 42014008, 262604009, 9805008, 397325001, 8210009, 439722006, 19316008, 371646003, 22608008], [128395003, 128394004, 68017002, 49619003, 315305006, 235196003, 19678009, 78905003, 1868005, 39536003], [129303008, 129306000, 360325005, 281698007, 129443004, 129399000, 129287005, 277763000, 129291000, 129398008], [76784001, 12817009, 85802006, 18857001, 312597003, 464661001, 359980002, 248906008, 236267004, 276313002]]
neoplasia maligna del recto, unión rectosigmoide y ano (trastorno)	187760008	trastorno	0	0	[109839004, 187734007, 443488001, 188838004, 189380000, 126847008, 96281000119107, 93980002, 781382000, 781076008]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	109839004	3	1.0	[116676008, 116680003, 363698007]	109839004	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[86049000, 722533007, 93980002, 10987871000119109, 92314003, 188253000, 96981000119102, 6219000, 422782004, 94132005], [109821008, 128415001, 187734007, 448675008, 722533007, 92314003, 188253000, 128348002, 443488001, 10987871000119109], [263976001, 306789001, 280876005, 413244001, 72257001, 85036004, 61990008, 244415001, 110598000, 110599008]]	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[86049000, 722533007, 93980002, 10987871000119109, 92314003, 188253000, 96981000119102, 6219000, 422782004, 94132005], [109821008, 128415001, 187734007, 448675008, 722533007, 92314003, 188253000, 128348002, 443488001, 10987871000119109], [263976001, 306789001, 280876005, 413244001, 72257001, 85036004, 61990008, 244415001, 110598000, 110599008]]
hipersensibilidad gastrointestinal causada por alimento (trastorno)	735459007	trastorno	0	0	[402390008, 402384009, 419452009, 735455001, 735468009, 735456000, 10852006, 432989008, 762531008, 200895000]	0	1.0	3	0.75	[116680003, 370135005, 246075003]	402390008	3	0.75	[116680003, 370135005, 246075003]	402390008	[[116680003, -1], [370135005, 0], [246075003, -1]]	[[252522004, 428291006, 733423003, 416389007, 51338006, 197028009, 421807004, 111798006, 737315000, 431286009], [472963003, 472964009, 609404002, 769258001, 781474001, 769262007, 427640001, 441862004, 308490002, 735445000], [421807004, 252632002, 39102003, 235157009, 111798006, 225775007, 235435008, 235419001, 300438007, 762615006]]	[[116680003, -1], [370135005, 0], [246075003, -1]]	[[252522004, 428291006, 733423003, 416389007, 51338006, 197028009, 421807004, 111798006, 737315000, 431286009], [472963003, 472964009, 609404002, 769258001, 781474001, 769262007, 427640001, 441862004, 308490002, 735445000], [421807004, 252632002, 39102003, 235157009, 111798006, 225775007, 235435008, 235419001, 300438007, 762615006]]
piel de la cara posterior del antebrazo [como un todo] (estructura corporal)	181539006	estructura corporal	0	0	[181538003, 727628007, 181548001, 727856004, 727626006, 181549009, 727621001, 727852002, 181550009, 727633006]	0	1.0	2	1.0	[116680003, 272741003]	181538003	2	1.0	[116680003, 272741003]	181538003	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 244137003, 73958006, 52968007, 244139000, 181536004, 5742000], [182353008, 709880000, 361561007, 730180007, 279612003, 437882009, 279201009, 256924005, 384727002, 362541003]]	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 244137003, 73958006, 52968007, 244139000, 181536004, 5742000], [182353008, 709880000, 361561007, 730180007, 279612003, 437882009, 279201009, 256924005, 384727002, 362541003]]
tuberculosis en la madre que complica el nacimiento (trastorno)	10759881000119100	trastorno	0	0	[10754031000119105, 10809061000119106, 10759921000119107, 10760041000119103, 32801000119106, 10759961000119102, 10753101000119102, 10812131000119108, 10759761000119100, 10750551000119100]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 10745291000119103, 10811201000119102, 10743001000119103, 10760001000119100, 10760421000119102, 10835871000119104, 10753101000119102], [441862004, 263680009, 308490002, 609404002, 308489006, 29458008, 415178003, 719982003, 442614005, 702640006], [68704007, 66768001, 450421001, 112341004, 113896009, 450422008, 54915000, 113898005, 116412006, 113897000]]	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 10745291000119103, 10811201000119102, 10743001000119103, 10760001000119100, 10760421000119102, 10835871000119104, 10753101000119102], [441862004, 263680009, 308490002, 609404002, 308489006, 29458008, 415178003, 719982003, 442614005, 702640006], [68704007, 66768001, 450421001, 112341004, 113896009, 450422008, 54915000, 113898005, 116412006, 113897000]]
colágeno ADP (sustancia)	391381000	sustancia	0	-1	[61472002, 109010000, 17420003, 62183001, 409080009, 26234007, 407726000, 334715001, 115498000, 407725001]	0	1.0	1	1.0	[116680003]	61472002	1	1.0	[116680003]	61472002	[[116680003, -1]]	[[304381003, 259443001, 44407001, 115494003, 89064001, 164003, 707618008, 39110002, 130465001, 304372009]]	[[116680003, -1]]	[[304381003, 259443001, 44407001, 115494003, 89064001, 164003, 707618008, 39110002, 130465001, 304372009]]
tratamiento hipolipemiante suspendido (situación)	764637000	situación	0	0	[170588009, 764968003, 170712003, 170586008, 309841001, 170711005, 135822005, 698459008, 135797000, 308116003]	0	1.0	4	1.0	[408731000, 116680003, 408730004, 408732007]	170588009	4	1.0	[408731000, 116680003, 408730004, 408732007]	170588009	[[408731000, 0], [116680003, 0], [408730004, 0], [408732007, 0]]	[[410512000, 410584005, 410585006, 410587003, 410586007, 410588008, 410511007, 426794005, 308917006, 282363004], [394908001, 394906002, 385655000, 183932001, 708538000, 764968003, 405613005, 170712003, 183944003, 309841001], [410545000, 307155000, 769562006, 3091000175105, 309606002, 171072005, 56089003, 243884009, 171367005, 449369001], [410604004, 444147003, 444279003, 444280000, 444191003, 444199001, 444055008, 444054007, 444053001, 444210007]]	[[408731000, 0], [116680003, 0], [408730004, 0], [408732007, 0]]	[[410512000, 410584005, 410585006, 410587003, 410586007, 410588008, 410511007, 426794005, 308917006, 282363004], [394908001, 394906002, 385655000, 183932001, 708538000, 764968003, 405613005, 170712003, 183944003, 309841001], [410545000, 307155000, 769562006, 3091000175105, 309606002, 171072005, 56089003, 243884009, 171367005, 449369001], [410604004, 444147003, 444279003, 444280000, 444191003, 444199001, 444055008, 444054007, 444053001, 444210007]]
