Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
citrilo - CoA liasa (sustancia)	89453007	sustancia	-1	-1	[124258007, 444755001, 124275001, 387814004, 237921002, 124394008, 124521008, 124341004, 360792001, 124178006]	0	1.0	1	1.0	[116680003]	124258007	0	0.0	[]	-1	[[116680003, -1]]	[[11789321000119108, 397381007, 762371002, 210635007, 735651004, 733400001, 735658005, 85636003, 10948891000119103, 10948851000119108]]		
derivación para endoscopia (procedimiento)	266755007	procedimiento	4	-1	[310129007, 310073009, 310140004, 185008008, 305419001, 309376005, 308032002, 700241009, 415075003, 397604009]	0	1.0	1	1.0	[116680003]	310129007	1	1.0	[116680003]	305419001	[[116680003, -1]]	[[223926002, 386346000, 310073009, 415075003, 735325009, 305599003, 185008008, 159169000, 257656006, 310002000]]	[[116680003, -1]]	[[310129007, 397604009, 257656006, 306065003, 310073009, 159026005, 308031009, 700241009, 310169008, 306604003]]
hipertrofia de papila anal (trastorno)	85316008	trastorno	-1	-1	[247225001, 422149008, 371490004, 416480007, 24253004, 399637003, 72868005, 58223001, 771579002, 419748005]	0	1.0	1	1.0	[116680003]	247225001	0	0.0	[]	-1	[[116680003, -1]]	[[249644009, 57446003, 125191001, 62202002, 5379004, 123956007, 366249002, 372231001, 249640000, 245443001]]		
clorhidrato de memantina (sustancia)	426610008	sustancia	2	-1	[255237009, 113141001, 311743004, 85163001, 302099002, 307450003, 185681003, 720032000, 433290004, 728370007]	0	1.0	1	1.0	[116680003]	255237009	1	1.0	[116680003]	311743004	[[116680003, -1]]	[[732900004, 282132009, 282361002, 57997003, 732685008, 311743004, 85163001, 282363004, 49787000, 282736003]]	[[116680003, -1]]	[[255237009, 302099002, 85829001, 24616003, 312281007, 113141001, 392209001, 217492004, 227124002, 433951005]]
cloxacilina (sustancia)	373276005	sustancia	7	-1	[14130006, 28224009, 291553008, 296656008, 296762008, 76941008, 43893007, 60323001, 368700000, 788103008]	0	1.0	1	0.5	[116680003]	14130006	1	1.0	[116680003]	60323001	[[116680003, -1]]	[[788103008, 722340007, 701449002, 705675003, 9094003, 466962009, 127792000, 226457002, 404917004, 86536001]]	[[116680003, -1]]	[[216782002, 291553008, 36774007, 34011003, 312281007, 413914009, 10357007, 767456005, 407155004, 290010009]]
enfermedad de Paget de metacarpiano (trastorno)	203338008	trastorno	5	-1	[712943001, 159169000, 416480007, 261769008, 43869002, 2506003, 264882006, 730655006, 704547004, 258845007]	0	1.0	1	1.0	[116680003]	712943001	1	1.0	[116680003]	2506003	[[116680003, -1]]	[[712943001, 159169000, 416480007, 261769008, 2506003, 371912002, 302099002, 704547004, 264882006, 419748005]]	[[116680003, -1]]	[[712943001, 9275003, 425982003, 712944007, 704216009, 47570007, 712894009, 762035006, 712939000, 72580005]]
medición sérica de GH a 180 minutos (procedimiento)	313932005	procedimiento	-1	-1	[737110003, 737113001, 703445001, 726054005, 62970001, 259604007, 37177003, 297596006, 406203001, 761997001]	0	1.0	1	1.0	[116680003]	737110003	0	0.0	[]	-1	[[116680003, 1]]	[[307462004, 271534009, 313442000, 365875000, 313439006, 307471008, 69527006, 22569008, 313401003, 271535005]]		
sinfisectomía púbica (procedimiento)	133867001	procedimiento	-1	-1	[82561000, 244606002, 8833001, 361014003, 263012009, 336205008, 13695006, 30052004, 84694005, 182026003]	1	0.5	1	1.0	[116680003]	82561000	0	0.0	[]	-1	[[116680003, -1]]	[[251280006, 4761007, 447329007, 131325006, 351000221101, 131324005, 701706004, 414221008, 331000221105, 24213002]]		
campo quirúrgico para uso general, reutilizable, estéril (objeto físico)	470548001	objeto físico	0	-1	[76705002, 422762003, 705663008, 463046008, 705618007, 705802004, 5679009, 705758002, 706106007, 705757007]	0	1.0	1	1.0	[116680003]	76705002	1	1.0	[116680003]	76705002	[[116680003, -1]]	[[76705002, 705618007, 422762003, 705802004, 705663008, 5679009, 705757007, 466151005, 463046008, 705758002]]	[[116680003, -1]]	[[76705002, 705618007, 422762003, 705802004, 705663008, 5679009, 705757007, 466151005, 463046008, 705758002]]
producto que contiene exactamente primidona 50 miligramos/1 mililitro, suspensión de liberación convencional para administración oral (fármaco de uso clínico)	371194003	fármaco de uso clínico	-1	-1	[85163001, 301064003, 716349007, 264215008, 302099002, 249753008, 433951005, 63349005, 457818006, 398441003]	0	1.0	1	1.0	[116680003]	85163001	0	0.0	[]	-1	[[116680003, -1]]	[[85163001, 302099002, 264215008, 249753008, 716349007, 433951005, 301064003, 113141001, 398441003, 282132009]]		
