Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
citrilo - CoA liasa (sustancia)	89453007	sustancia	0	0	[66103001, 424006, 87033006, 785897001, 63307000, 51880001, 79006006, 87504000, 37023004, 130176009]	0	1.0	2	1.0	[116680003, 726542003]	66103001	2	1.0	[116680003, 726542003]	66103001	[[116680003, 0], [726542003, 0]]	[[21533003, 771370002, 28598003, 130944003, 1672007, 130932001, 129922006, 68101005, 44121006, 26160000], [736202003, 2883002, 130859008, 28767002, 130824008, 86813000, 49846006, 19013008, 26304004, 82671008]]	[[116680003, 0], [726542003, 0]]	[[21533003, 771370002, 28598003, 130944003, 1672007, 130932001, 129922006, 68101005, 44121006, 26160000], [736202003, 2883002, 130859008, 28767002, 130824008, 86813000, 49846006, 19013008, 26304004, 82671008]]
derivación para endoscopia (procedimiento)	266755007	procedimiento	0	0	[306730008, 183876007, 183822007, 183597004, 703939004, 440378000, 183874005, 183875006, 306235002, 413292001]	0	1.0	2	1.0	[116680003, 260686004]	306730008	2	1.0	[116680003, 260686004]	306730008	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 306142005, 308460009, 306125004, 183543004, 306180006, 306118006, 306132008, 306190003], [129276002, 424208002, 413091002, 413092009, 27217005, 129265001, 44383000, 391034007, 397591000, 129278001]]	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 306142005, 308460009, 306125004, 183543004, 306180006, 306118006, 306132008, 306190003], [129276002, 424208002, 413091002, 413092009, 27217005, 129265001, 44383000, 391034007, 397591000, 129278001]]
hipertrofia de papila anal (trastorno)	85316008	trastorno	3	3	[49475008, 235582004, 247206004, 9491003, 112721000119106, 247219000, 255225007, 830296000, 235588000, 721900005]	0	1.0	1	1.0	[116680003]	49475008	3	1.0	[116676008, 116680003, 363698007]	9491003	[[116680003, -1]]	[[125446003, 41178004, 34381000, 126850006, 372231001, 33512008, 245443001, 271839005, 249644009, 174328000]]	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[302770003, 111362001, 79648003, 88317000, 263939004, 61902006, 235369008, 347954002, 392027008, 41152008], [229020000, 767671002, 441797008, 112721000119106, 25273001, 364155004, 111410004, 24782002, 109810004, 30654002], [69070000, 5126000, 6971002, 111025007, 60692007, 368732000, 368730008, 45435008, 368731007, 69692000]]
clorhidrato de memantina (sustancia)	426610008	sustancia	0	0	[386856007, 395848002, 71043005, 108653007, 2991007, 395725004, 385555005, 108713004, 116345005, 108404000]	0	1.0	2	1.0	[116680003, 726542003]	386856007	2	1.0	[116680003, 726542003]	386856007	[[116680003, -1], [726542003, -1]]	[[372521009, 418104001, 419614002, 417422007, 429890005, 91384006, 406780001, 764391005, 373210007, 418808000], [734716009, 734690005, 763159006, 734735009, 782206004, 734546009, 735857003, 788649003, 734619005, 763195003]]	[[116680003, -1], [726542003, -1]]	[[372521009, 418104001, 419614002, 417422007, 429890005, 91384006, 406780001, 764391005, 373210007, 418808000], [734716009, 734690005, 763159006, 734735009, 782206004, 734546009, 735857003, 788649003, 734619005, 763195003]]
cloxacilina (sustancia)	373276005	sustancia	0	0	[96066001, 387544009, 16492006, 372873001, 387091007, 426208000, 387170002, 387538005, 387282000, 387304003]	0	1.0	2	1.0	[116680003, 726542003]	96066001	2	1.0	[116680003, 726542003]	96066001	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443474000, 443457000, 431109006, 716530009, 404681006, 415622003, 416597004], [768681000, 88704000, 768682007, 787994008, 80343000, 767125008, 765175006, 724423003, 764393008, 419241000]]	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443474000, 443457000, 431109006, 716530009, 404681006, 415622003, 416597004], [768681000, 88704000, 768682007, 787994008, 80343000, 767125008, 765175006, 724423003, 764393008, 419241000]]
enfermedad de Paget de metacarpiano (trastorno)	203338008	trastorno	0	0	[203349002, 203337003, 203343001, 203344007, 203332009, 203334005, 235117006, 203335006, 203340003, 232336001]	0	1.0	2	1.0	[116680003, 363698007]	203349002	2	1.0	[116680003, 363698007]	203349002	[[116680003, 0], [363698007, 3]]	[[2089002, 55413008, 203356008, 109714003, 84727000, 111254007, 203489009, 302728008, 54389007, 203355007], [312780007, 119542006, 11052003, 36455000, 9498009, 126579006, 53884002, 37858003, 7160008, 65609007]]	[[116680003, 0], [363698007, 3]]	[[2089002, 55413008, 203356008, 109714003, 84727000, 111254007, 203489009, 302728008, 54389007, 203355007], [312780007, 119542006, 11052003, 36455000, 9498009, 126579006, 53884002, 37858003, 7160008, 65609007]]
medición sérica de GH a 180 minutos (procedimiento)	313932005	procedimiento	0	0	[313902002, 313905000, 313906004, 313926000, 313931003, 313908003, 313924002, 313894005, 313907008, 313912009]	0	1.0	4	1.0	[116686009, 246093002, 116680003, 260686004]	313902002	4	1.0	[116686009, 246093002, 116680003, 260686004]	313902002	[[116686009, -1], [246093002, 0], [116680003, 5], [260686004, 0]]	[[119361006, 467082002, 119362004, 419185008, 119363009, 788707000, 444265006, 119348006, 703432000, 122591000], [395883003, 395886006, 395887002, 395885005, 395915003, 395870004, 129495007, 777593001, 772980009, 780505005], [313439006, 313879006, 313878003, 313877008, 271541003, 271534009, 49466006, 275761002, 313833001, 269851009], [129266000, 104497009, 121683003, 412988008, 313777004, 257890000, 277763000, 367558000, 121712009, 256644001]]	[[116686009, -1], [246093002, 0], [116680003, 5], [260686004, 0]]	[[119361006, 467082002, 119362004, 419185008, 119363009, 788707000, 444265006, 119348006, 703432000, 122591000], [395883003, 395886006, 395887002, 395885005, 395915003, 395870004, 129495007, 777593001, 772980009, 780505005], [313439006, 313879006, 313878003, 313877008, 271541003, 271534009, 49466006, 275761002, 313833001, 269851009], [129266000, 104497009, 121683003, 412988008, 313777004, 257890000, 277763000, 367558000, 121712009, 256644001]]
sinfisectomía púbica (procedimiento)	133867001	procedimiento	2	2	[426006006, 263012009, 21922009, 724617000, 263038009, 239998007, 69119007, 209716000, 280009001, 209232001]	1	0.5	1	0.25	[116680003]	426006006	3	1.0	[116680003, 260686004, 405813007]	21922009	[[116680003, -1]]	[[397434007, 264207005, 86375009, 397454008, 276197005, 15246001, 722551008, 406621006, 63194008, 111805009]]	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[34896006, 19484001, 119608007, 278735000, 260653003, 5572009, 263771001, 278721002, 70871006, 278727003], [129298006, 257890000, 129360008, 256644001, 129324003, 360165004, 277763000, 360038009, 367558000, 129264002], [86988001, 16157006, 62287006, 54190007, 12211000, 38783005, 525009, 82726008, 77367003, 9854001]]
campo quirúrgico para uso general, reutilizable, estéril (objeto físico)	470548001	objeto físico	0	0	[470401001, 470531009, 704736009, 701713004, 470556003, 701714005, 704914002, 470740005, 718154001, 700628001]	0	1.0	2	1.0	[840562008, 116680003]	470401001	2	1.0	[840562008, 116680003]	470401001	[[840562008, 0], [116680003, 0]]	[[261029002, 275742001, 336964001, 134823007, 863956004, 415584007, 718249000, 196081006, 463802004, 718252008], [706785002, 464948004, 465180006, 470181009, 465470002, 468647002, 700806004, 469847005, 65105002, 464957005]]	[[840562008, 0], [116680003, 0]]	[[261029002, 275742001, 336964001, 134823007, 863956004, 415584007, 718249000, 196081006, 463802004, 718252008], [706785002, 464948004, 465180006, 470181009, 465470002, 468647002, 700806004, 469847005, 65105002, 464957005]]
producto que contiene exactamente primidona 50 miligramos/1 mililitro, suspensión de liberación convencional para administración oral (fármaco de uso clínico)	371194003	fármaco de uso clínico	0	0	[324005008, 375391008, 413804001, 408039005, 376631009, 317430009, 323888003, 784817005, 323573004, 322239002]	0	1.0	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	324005008	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	324005008	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385071001, 422353003, 385032004, 385188006, 422080000, 385027000, 385171004], [780287000, 779213006, 778799002, 780711005, 780098005, 779040001, 778213003, 779212001, 778745007, 779214000], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 82609006, 697940004, 264614004, 96002002], [732774003, 278495003, 278496002, 409079006, 264679004, 337570006, 337568002, 337566003, 337572003, 235469009], [258684004, 408169001, 418148006, 414718005, 418670008, 258916009, 427264006, 258927006, 258797006, 418830004], [258773002, 419346007, 259035002, 418261000, 426229009, 417932008, 258808001, 419805009, 258952008, 258811000], [387256009, 387244008, 387222003, 387572002, 70732003, 126101002, 387212009, 387210001, 32800009, 373754002], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 82609006, 697940004, 264614004, 96002002], [387256009, 387244008, 387222003, 387572002, 70732003, 126101002, 387212009, 387210001, 32800009, 373754002]]	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385071001, 422353003, 385032004, 385188006, 422080000, 385027000, 385171004], [780287000, 779213006, 778799002, 780711005, 780098005, 779040001, 778213003, 779212001, 778745007, 779214000], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 82609006, 697940004, 264614004, 96002002], [732774003, 278495003, 278496002, 409079006, 264679004, 337570006, 337568002, 337566003, 337572003, 235469009], [258684004, 408169001, 418148006, 414718005, 418670008, 258916009, 427264006, 258927006, 258797006, 418830004], [258773002, 419346007, 259035002, 418261000, 426229009, 417932008, 258808001, 419805009, 258952008, 258811000], [387256009, 387244008, 387222003, 387572002, 70732003, 126101002, 387212009, 387210001, 32800009, 373754002], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 82609006, 697940004, 264614004, 96002002], [387256009, 387244008, 387222003, 387572002, 70732003, 126101002, 387212009, 387210001, 32800009, 373754002]]
