Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
supervisión de embarazo de alto riesgo con antecedente de muerte intrauterina (régimen/tratamiento)	713234005	régimen/tratamiento	-1	-1	[735325009, 407617005, 736690008, 305869004, 200130005, 65037004, 237358009, 216899008, 701524004, 308559002]	0	1.0	1	1.0	[116680003]	735325009	0	0.0	[]	-1	[[116680003, -1]]	[[65037004, 407617005, 200130005, 216899008, 69392006, 249161008, 701524004, 405111006, 282020008, 60966002]]		
linfoma semejante a hidroa vacciniforme (trastorno)	763719001	trastorno	8	-1	[258279002, 445939008, 24253004, 259976008, 450950002, 443157008, 254372002, 734524001, 596004, 37266000]	0	1.0	1	1.0	[116680003]	258279002	1	1.0	[116680003]	596004	[[116680003, -1]]	[[34618005, 388168008, 106832007, 47304000, 426460007, 43690008, 56755006, 106562006, 45389009, 447329007]]	[[116680003, -1]]	[[258279002, 720455008, 15639000, 2506003, 832007, 445939008, 24253004, 258273001, 118115009, 465614007]]
cinamil - alcohol deshidrogenasa (sustancia)	69095004	sustancia	-1	-1	[445275003, 360878001, 297235006, 124258007, 124322002, 124198001, 124327008, 124650006, 237955004, 95906008]	1	0.75	1	1.0	[116680003]	445275003	0	0.0	[]	-1	[[116680003, -1]]	[[52988006, 281323002, 260372006, 81087007, 306721000, 1679003, 46799006, 239101008, 170516003, 56528004]]		
remoción colposcópica de cuerpo extraño de la vagina (procedimiento)	176740000	procedimiento	-1	-1	[249076003, 216899008, 60966002, 384606002, 261765002, 242965001, 216920002, 463062002, 110770000, 20334002]	0	1.0	1	1.0	[116680003]	249076003	0	0.0	[]	-1	[[116680003, -1]]	[[216899008, 249076003, 60966002, 463062002, 20334002, 464722002, 467414002, 407617005, 182329002, 462540001]]		
neoplasia maligna del recto, unión rectosigmoide y ano (trastorno)	187760008	trastorno	-1	-1	[384960007, 399637003, 88334008, 726997003, 726037002, 385270005, 127878000, 182329002, 372439002, 284089007]	0	1.0	1	1.0	[116680003]	384960007	0	0.0	[]	-1	[[116680003, -1]]	[[372439002, 726037002, 103680002, 297838004, 110522009, 88334008, 110668001, 249668001, 61495006, 284089007]]		
hipersensibilidad gastrointestinal causada por alimento (trastorno)	735459007	trastorno	3	-1	[708505009, 227984000, 95907004, 47632004, 467414002, 457317007, 414050008, 217744003, 109187007, 56605006]	0	1.0	1	1.0	[116680003]	708505009	1	1.0	[116680003]	47632004	[[116680003, -1]]	[[227984000, 95907004, 56605006, 47632004, 305536007, 708505009, 407617005, 773598009, 306575009, 282798004]]	[[116680003, -1]]	[[95907004, 227984000, 47632004, 109187007, 229963004, 269275003, 227806001, 282798004, 708505009, 217744003]]
piel de la cara posterior del antebrazo [como un todo] (estructura corporal)	181539006	estructura corporal	0	-1	[49129006, 361437002, 368636005, 46528009, 69551001, 303271009, 23422008, 40245009, 279683002, 699621004]	0	1.0	1	1.0	[116680003]	49129006	1	1.0	[116680003]	49129006	[[116680003, -1]]	[[64944001, 40693009, 714299006, 714297008, 244970009, 6504002, 48316008, 3409004, 28195005, 714466006]]	[[116680003, -1]]	[[64944001, 40693009, 714299006, 714297008, 244970009, 6504002, 48316008, 3409004, 28195005, 714466006]]
tuberculosis en la madre que complica el nacimiento (trastorno)	10759881000119100	trastorno	1	-1	[405742008, 10811201000119102, 289247008, 17333005, 364591003, 243873002, 216899008, 394573001, 407617005, 237358009]	0	1.0	1	1.0	[116680003]	405742008	1	1.0	[116680003]	10811201000119102	[[116680003, -1]]	[[17333005, 243873002, 10811201000119102, 237358009, 736690008, 405742008, 118226009, 394573001, 702454008, 106021008]]	[[116680003, -1]]	[[289256000, 282020008, 54048003, 289238000, 169786001, 289247008, 243863004, 405121003, 269695001, 216899008]]
colágeno ADP (sustancia)	391381000	sustancia	3	-1	[396338004, 124322002, 18228006, 6817006, 102679006, 226268004, 116753004, 259976008, 2913009, 297235006]	0	1.0	1	1.0	[116680003]	396338004	1	1.0	[116680003]	6817006	[[116680003, -1]]	[[411230004, 411216009, 124316006, 391684001, 411214007, 713892000, 273067006, 272389005, 445275003, 705845006]]	[[116680003, -1]]	[[102979008, 226540004, 251949005, 708505009, 303329005, 272389005, 256486002, 467414002, 702666009, 298035002]]
tratamiento hipolipemiante suspendido (situación)	764637000	situación	1	-1	[407566003, 407563006, 405742008, 170566009, 414051007, 307895001, 413947000, 308501009, 243863004, 370890000]	0	1.0	1	1.0	[116680003]	407566003	1	1.0	[116680003]	407563006	[[116680003, -1]]	[[414059009, 7058009, 243816001, 243817005, 733145007, 102955006, 418633004, 609429008, 87042004, 702565001]]	[[116680003, -1]]	[[407566003, 405742008, 414051007, 185478003, 243863004, 413946009, 310343007, 241000124106, 248243004, 413947000]]
