Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
incapaz de usar palangana (hallazgo)	284914006	hallazgo	0	0	[285869003, 284921006, 284913000, 285868006, 289980007, 289984003, 284920007, 285042003, 289979009, 285875007]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	285869003	3	1.0	[363713009, 116680003, 363714003]	285869003	[[363713009, 0], [116680003, -1], [363714003, -1]]	[[371151008, 371150009, 282926000, 282641003, 715006005, 284895007, 282976003, 715039008, 286106001, 714994009], [365269002, 365268005, 365274005, 365367003, 365209004, 365122002, 364979001, 365271002, 365280002, 365282005], [285867001, 285860004, 285898004, 288474001, 288615004, 285811009, 304659002, 304653001, 301441005, 300675008]]	[[363713009, 0], [116680003, -1], [363714003, -1]]	[[371151008, 371150009, 282926000, 282641003, 715006005, 284895007, 282976003, 715039008, 286106001, 714994009], [365269002, 365268005, 365274005, 365367003, 365209004, 365122002, 364979001, 365271002, 365280002, 365282005], [285867001, 285860004, 285898004, 288474001, 288615004, 285811009, 304659002, 304653001, 301441005, 300675008]]
componente C4 del complemento (sustancia)	300899005	sustancia	0	0	[29776002, 62699008, 20057002, 10473000, 923009, 44728009, 52313003, 68175000, 71368001, 85504001]	0	1.0	2	1.0	[116680003, 726542003]	29776002	2	1.0	[116680003, 726542003]	29776002	[[116680003, 0], [726542003, -1]]	[[21774001, 67218001, 71368001, 122999009, 68175000, 85504001, 123004001, 10473000, 59865005, 112132003], [418806001, 16613008, 46058006, 61971000, 14060003, 130129000, 3892007, 129502002, 10202007, 36326009]]	[[116680003, 0], [726542003, -1]]	[[21774001, 67218001, 71368001, 122999009, 68175000, 85504001, 123004001, 10473000, 59865005, 112132003], [418806001, 16613008, 46058006, 61971000, 14060003, 130129000, 3892007, 129502002, 10202007, 36326009]]
producto que contiene exactamente mesalazina 500 miligramos por cada comprimido de liberación prolongada para administración oral (fármaco de uso clínico)	765648000	fármaco de uso clínico	0	0	[439147003, 765726003, 765507008, 427202007, 765725004, 765538009, 765531003, 765541000, 765609000, 765673000]	0	1.0	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	439147003	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	439147003	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 370164001, 437759001, 322889001], [385060002, 421155001, 764774009, 421026006, 420378007, 764780001, 422353003, 766233005, 385053008, 765062008], [732775002, 732617008, 441252003, 441254002, 441251005, 732862009, 433216006, 770310003, 766062001, 331384006], [779815007, 780541005, 779225009, 779666004, 789139006, 779667008, 780555002, 778225000, 778453003, 780458003], [385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 370164001, 437759001, 322889001], [262052000, 38112003, 262049008, 697941000, 261768000, 697940004, 264614004, 124218005, 708708008, 261679003], [258684004, 408169001, 414718005, 418670008, 258797006, 258796002, 396163008, 259070000, 258798001, 441253008], [262052000, 38112003, 262049008, 697941000, 261768000, 697940004, 264614004, 124218005, 708708008, 261679003], [387501005, 387248006, 704256006, 428698007, 449043000, 386981009, 703350008, 421471009, 421777009, 386975001], [387501005, 387248006, 704256006, 428698007, 449043000, 386981009, 703350008, 421471009, 421777009, 386975001]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 370164001, 437759001, 322889001], [385060002, 421155001, 764774009, 421026006, 420378007, 764780001, 422353003, 766233005, 385053008, 765062008], [732775002, 732617008, 441252003, 441254002, 441251005, 732862009, 433216006, 770310003, 766062001, 331384006], [779815007, 780541005, 779225009, 779666004, 789139006, 779667008, 780555002, 778225000, 778453003, 780458003], [385055001, 732936001, 421595009, 761877007, 385057009, 385087003, 66076007, 370164001, 437759001, 322889001], [262052000, 38112003, 262049008, 697941000, 261768000, 697940004, 264614004, 124218005, 708708008, 261679003], [258684004, 408169001, 414718005, 418670008, 258797006, 258796002, 396163008, 259070000, 258798001, 441253008], [262052000, 38112003, 262049008, 697941000, 261768000, 697940004, 264614004, 124218005, 708708008, 261679003], [387501005, 387248006, 704256006, 428698007, 449043000, 386981009, 703350008, 421471009, 421777009, 386975001], [387501005, 387248006, 704256006, 428698007, 449043000, 386981009, 703350008, 421471009, 421777009, 386975001]]
soplo orbitario (hallazgo)	111977003	hallazgo	0	0	[30782001, 9559002, 79758006, 23795000, 31574009, 65254001, 248685006, 248680001, 248688008, 71201008]	0	1.0	3	0.75	[418775008, 116680003, 363698007]	30782001	3	0.75	[418775008, 116680003, 363698007]	30782001	[[418775008, -1], [116680003, -1], [363698007, -1]]	[[263826004, 255001009, 280547001, 80096003, 414520005, 287412008, 72789009, 5891000124104, 303515008, 262022008], [128149002, 128150002, 128152005, 128151003, 117119000, 128148005, 117113004, 117123008, 117120006, 117122003], [277712000, 118506009, 25388009, 57008001, 308793001, 312168006, 65980006, 272657006, 113252001, 69327007]]	[[418775008, -1], [116680003, -1], [363698007, -1]]	[[263826004, 255001009, 280547001, 80096003, 414520005, 287412008, 72789009, 5891000124104, 303515008, 262022008], [128149002, 128150002, 128152005, 128151003, 117119000, 128148005, 117113004, 117123008, 117120006, 117122003], [277712000, 118506009, 25388009, 57008001, 308793001, 312168006, 65980006, 272657006, 113252001, 69327007]]
producto que contiene minociclina en forma farmacéutica para administración parenteral como único ingrediente (forma farmacéutica de producto medicinal)	779911002	forma farmacéutica de producto medicinal	0	0	[780026003, 786246007, 780193003, 780312000, 780166001, 779956009, 780221001, 778668006, 780304008, 779273004]	0	1.0	4	1.0	[127489000, 116680003, 411116001, 766952006]	780026003	4	1.0	[127489000, 116680003, 411116001, 766952006]	780026003	[[127489000, 0], [116680003, 0], [411116001, 0], [766952006, 0]]	[[372653009, 386887009, 395783008, 387534007, 372838003, 387423006, 395818000, 372741002, 387154004, 387273006], [776800005, 776935006, 776681009, 775109003, 777173002, 777033005, 777341004, 776402009, 775049008, 777120002], [385287007, 440132002, 761845009, 772805002, 766964003, 740575007, 745991000, 385277008, 764378009, 385268001], [38112003, 697941000, 262049008, 262052000, 261768000, 697940004, 708708008, 124218005, 264614004, 261679003]]	[[127489000, 0], [116680003, 0], [411116001, 0], [766952006, 0]]	[[372653009, 386887009, 395783008, 387534007, 372838003, 387423006, 395818000, 372741002, 387154004, 387273006], [776800005, 776935006, 776681009, 775109003, 777173002, 777033005, 777341004, 776402009, 775049008, 777120002], [385287007, 440132002, 761845009, 772805002, 766964003, 740575007, 745991000, 385277008, 764378009, 385268001], [38112003, 697941000, 262049008, 262052000, 261768000, 697940004, 708708008, 124218005, 264614004, 261679003]]
monobenzoato de resorcinol (sustancia)	256103001	sustancia	0	0	[735137000, 63379003, 724034007, 470350008, 419757004, 27079005, 227625000, 229778004, 387022005, 227401004]	1	0.6667000000000001	2	1.0	[116680003, 738774007]	735137000	2	1.0	[116680003, 738774007]	735137000	[[116680003, -1], [738774007, 0]]	[[372620004, 68326005, 789494008, 469634003, 95837007, 128858006, 24067001, 349897000, 26692000, 223973008], [78032005, 769313005, 387204001, 25307002, 31617001, 387422001, 769248000, 398713003, 784558005, 36661005]]	[[116680003, -1], [738774007, 0]]	[[372620004, 68326005, 789494008, 469634003, 95837007, 128858006, 24067001, 349897000, 26692000, 223973008], [78032005, 769313005, 387204001, 25307002, 31617001, 387422001, 769248000, 398713003, 784558005, 36661005]]
polo uterino del ovario [como un todo] (estructura corporal)	279913006	estructura corporal	0	0	[279912001, 258222009, 258665002, 730219005, 259073003, 258409003, 259185009, 279917007, 728612004, 258308007]	0	1.0	2	1.0	[116680003, 272741003]	279912001	2	1.0	[116680003, 272741003]	279912001	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 57117003, 71252005, 19931006, 43754007, 53935009, 74676009, 56340000, 7755000], [182353008, 709880000, 437882009, 24614000, 384727002, 397206002, 223752002, 409056005, 255027009, 45902006]]	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 57117003, 71252005, 19931006, 43754007, 53935009, 74676009, 56340000, 7755000], [182353008, 709880000, 437882009, 24614000, 384727002, 397206002, 223752002, 409056005, 255027009, 45902006]]
anestesia para procedimiento cerrado en húmero y codo (procedimiento)	1861004	procedimiento	0	0	[57179005, 30796007, 63675002, 79038001, 49480004, 69749003, 75154005, 112995002, 16342009, 22156001]	0	1.0	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 86921005, 238347002, 173094006, 232604000, 49480004, 14914002, 57179005], [129445006, 129442009, 312883004, 257878002, 129334007, 440338007, 410460000, 360165004, 288468001, 129278001], [373266007, 25228008, 28069006, 257228005, 373520001, 373288007, 373504006, 250886004, 373477003, 303355006], [118704009, 119638001, 118706006, 118712001, 118705005, 71936001, 118715004, 118897002, 129195000, 120224007]]	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 86921005, 238347002, 173094006, 232604000, 49480004, 14914002, 57179005], [129445006, 129442009, 312883004, 257878002, 129334007, 440338007, 410460000, 360165004, 288468001, 129278001], [373266007, 25228008, 28069006, 257228005, 373520001, 373288007, 373504006, 250886004, 373477003, 303355006], [118704009, 119638001, 118706006, 118712001, 118705005, 71936001, 118715004, 118897002, 129195000, 120224007]]
epinefrina (sustancia)	387362001	sustancia	0	2	[126133006, 468846009, 126134000, 96254001, 50685004, 88485001, 313191000, 346357009, 423796000, 346549007]	0	1.0	1	1.0	[116680003]	126133006	2	1.0	[116680003, 726542003]	126134000	[[116680003, -1]]	[[87010005, 78276005, 59303007, 255683006, 311927004, 158764006, 78257008, 108817007, 159058000, 419117008]]	[[116680003, -1], [726542003, 0]]	[[36264008, 228252003, 65179007, 272965007, 257111000, 227429001, 248210003, 68691001, 272880000, 261872009], [734672009, 21568003, 734671002, 38254008, 75025002, 79580006, 734668005, 127023007, 123671009, 372078009]]
venas bronquiales izquierdas (estructura corporal)	361640008	estructura corporal	0	0	[361641007, 161992004, 360700004, 248743003, 267042006, 248498007, 360695006, 360694005, 247118003, 247119006]	0	1.0	2	1.0	[116680003, 272741003]	361641007	2	1.0	[116680003, 272741003]	361641007	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 25527002, 27284009, 90776001, 152814000, 313762007, 285463009, 369382000, 75207001], [24028007, 7771000, 109363001, 51440002, 109364007, 448162007, 817015003, 448574001, 447943006, 348231000119104]]	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 25527002, 27284009, 90776001, 152814000, 313762007, 285463009, 369382000, 75207001], [24028007, 7771000, 109363001, 51440002, 109364007, 448162007, 817015003, 448574001, 447943006, 348231000119104]]
