Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
citrilo - CoA liasa (sustancia)	89453007	sustancia	0	0	[424006, 66103001, 37023004, 87033006, 785897001]	0	1.0	2	1.0	[116680003, 726542003]	424006	2	1.0	[116680003, 726542003]	424006	[[116680003, 0], [726542003, 0]]	[[21533003, 26160000, 68101005, 44121006, 130932001, 771370002, 1672007, 129922006, 28598003, 130944003], [736202003, 86813000, 130850007, 49846006, 82671008, 130824008, 130859008, 28767002, 26304004, 2883002]]	[[116680003, 0], [726542003, 0]]	[[21533003, 26160000, 68101005, 44121006, 130932001, 771370002, 1672007, 129922006, 28598003, 130944003], [736202003, 86813000, 130850007, 49846006, 82671008, 130824008, 130859008, 28767002, 26304004, 2883002]]
derivación para endoscopia (procedimiento)	266755007	procedimiento	0	0	[306730008, 183876007, 183597004, 183875006, 183874005]	0	1.0	2	1.0	[116680003, 260686004]	306730008	2	1.0	[116680003, 260686004]	306730008	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 308460009, 306190003, 306180006, 306195008, 306125004, 306191004, 306158008, 183519002], [129276002, 424208002, 129280007, 129278001, 129275003, 129430004, 129265001, 275652006, 270058007, 270054009]]	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 308460009, 306190003, 306180006, 306195008, 306125004, 306191004, 306158008, 183519002], [129276002, 424208002, 129280007, 129278001, 129275003, 129430004, 129265001, 275652006, 270058007, 270054009]]
hipertrofia de papila anal (trastorno)	85316008	trastorno	0	0	[255225007, 830296000, 235582004, 247206004, 406428006]	0	1.0	2	1.0	[116680003, 363698007]	255225007	2	1.0	[116680003, 363698007]	255225007	[[116680003, -1], [363698007, -1]]	[[69244009, 249382006, 249878001, 95527007, 25273001, 21974007, 25658005, 25230005, 397174009, 73041003], [21974007, 714292002, 25230005, 73041003, 66938003, 77711009, 81939000, 61344008, 422005, 69656004]]	[[116680003, -1], [363698007, -1]]	[[69244009, 249382006, 249878001, 95527007, 25273001, 21974007, 25658005, 25230005, 397174009, 73041003], [21974007, 714292002, 25230005, 73041003, 66938003, 77711009, 81939000, 61344008, 422005, 69656004]]
clorhidrato de memantina (sustancia)	426610008	sustancia	0	0	[386856007, 71043005, 395848002, 108404000, 108554009]	0	1.0	2	1.0	[116680003, 726542003]	386856007	2	1.0	[116680003, 726542003]	386856007	[[116680003, -1], [726542003, -1]]	[[372521009, 418104001, 419614002, 429890005, 417422007, 91384006, 764391005, 48070003, 373210007, 764429003], [734716009, 734735009, 763159006, 735857003, 734720008, 734546009, 788649003, 782206004, 734619005, 763195003]]	[[116680003, -1], [726542003, -1]]	[[372521009, 418104001, 419614002, 429890005, 417422007, 91384006, 764391005, 48070003, 373210007, 764429003], [734716009, 734735009, 763159006, 735857003, 734720008, 734546009, 788649003, 782206004, 734619005, 763195003]]
cloxacilina (sustancia)	373276005	sustancia	0	0	[96066001, 387544009, 16492006, 387091007, 387170002]	0	1.0	2	1.0	[116680003, 726542003]	96066001	2	1.0	[116680003, 726542003]	96066001	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443474000, 443457000, 838511009, 716530009, 416597004, 838510005, 431109006], [768681000, 88704000, 787994008, 80343000, 768682007, 767125008, 764393008, 765175006, 419241000, 724423003]]	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443474000, 443457000, 838511009, 716530009, 416597004, 838510005, 431109006], [768681000, 88704000, 787994008, 80343000, 768682007, 767125008, 764393008, 765175006, 419241000, 724423003]]
enfermedad de Paget de metacarpiano (trastorno)	203338008	trastorno	0	0	[203349002, 203337003, 203334005, 203344007, 203332009]	0	1.0	2	1.0	[116680003, 363698007]	203349002	2	1.0	[116680003, 363698007]	203349002	[[116680003, 0], [363698007, 1]]	[[2089002, 55413008, 203356008, 109714003, 36963005, 111254007, 84727000, 203489009, 44615006, 203355007], [312780007, 36455000, 9498009, 53884002, 11052003, 119542006, 7160008, 64554007, 37858003, 65609007]]	[[116680003, 0], [363698007, 1]]	[[2089002, 55413008, 203356008, 109714003, 36963005, 111254007, 84727000, 203489009, 44615006, 203355007], [312780007, 36455000, 9498009, 53884002, 11052003, 119542006, 7160008, 64554007, 37858003, 65609007]]
medición sérica de GH a 180 minutos (procedimiento)	313932005	procedimiento	0	0	[313905000, 313902002, 313906004, 313926000, 313931003]	0	1.0	4	1.0	[116686009, 246093002, 116680003, 260686004]	313905000	4	1.0	[116686009, 246093002, 116680003, 260686004]	313905000	[[116686009, 0], [246093002, 0], [116680003, 0], [260686004, 0]]	[[119364003, 258590006, 441578006, 122591000, 441729003, 737089009, 441650000, 441584009, 122590004, 444265006], [395883003, 395886006, 395887002, 395885005, 732554007, 129495007, 777593001, 772980009, 780505005, 772739006], [271534009, 313904001, 273971007, 273969007, 313440008, 313444004, 313439006, 390974006, 166337002, 166585000], [129266000, 129410003, 256644001, 367558000, 257890000, 303996000, 129318009, 360038009, 257935006, 277763000]]	[[116686009, 0], [246093002, 0], [116680003, 0], [260686004, 0]]	[[119364003, 258590006, 441578006, 122591000, 441729003, 737089009, 441650000, 441584009, 122590004, 444265006], [395883003, 395886006, 395887002, 395885005, 732554007, 129495007, 777593001, 772980009, 780505005, 772739006], [271534009, 313904001, 273971007, 273969007, 313440008, 313444004, 313439006, 390974006, 166337002, 166585000], [129266000, 129410003, 256644001, 367558000, 257890000, 303996000, 129318009, 360038009, 257935006, 277763000]]
sinfisectomía púbica (procedimiento)	133867001	procedimiento	-1	2	[426006006, 263012009, 21922009, 724617000, 69119007]	1	0.5	1	0.25	[116680003]	426006006	0	0.0	[]	-1	[[116680003, -1]]	[[397434007, 264207005, 86375009, 397454008, 276197005, 15246001, 722551008, 782715005, 111805009, 65883009]]		
campo quirúrgico para uso general, reutilizable, estéril (objeto físico)	470548001	objeto físico	0	0	[470401001, 470531009, 704736009, 704914002, 701714005]	0	1.0	2	1.0	[840562008, 116680003]	470401001	2	1.0	[840562008, 116680003]	470401001	[[840562008, 0], [116680003, 0]]	[[261029002, 134823007, 275742001, 336964001, 196081006, 415584007, 863956004, 391683007, 718249000, 129124008], [706785002, 464948004, 700806004, 465470002, 465180006, 65105002, 468647002, 470181009, 469847005, 465472005]]	[[840562008, 0], [116680003, 0]]	[[261029002, 134823007, 275742001, 336964001, 196081006, 415584007, 863956004, 391683007, 718249000, 129124008], [706785002, 464948004, 700806004, 465470002, 465180006, 65105002, 468647002, 470181009, 469847005, 465472005]]
producto que contiene exactamente primidona 50 miligramos/1 mililitro, suspensión de liberación convencional para administración oral (fármaco de uso clínico)	371194003	fármaco de uso clínico	0	0	[324005008, 375391008, 413804001, 376631009, 408039005]	0	1.0	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	324005008	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	324005008	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385032004, 422353003, 385071001, 422080000, 385027000, 385193009, 385188006], [780287000, 779213006, 780098005, 780711005, 779040001, 778799002, 780616006, 780763003, 779002004, 780698006], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 697940004, 96002002, 264614004, 102782009], [732774003, 278495003, 409646007, 409079006, 278496002, 387256009, 337570006, 337566003, 409645006, 337568002], [258684004, 408169001, 414718005, 418148006, 258916009, 258685003, 427264006, 418670008, 258797006, 419557001], [258773002, 419346007, 259035002, 418261000, 418342002, 418948007, 417932008, 426229009, 258811000, 419805009], [387256009, 387244008, 126101002, 70732003, 387212009, 387572002, 386984001, 387210001, 78702007, 373754002], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 697940004, 96002002, 264614004, 102782009], [387256009, 387244008, 126101002, 70732003, 387212009, 387572002, 386984001, 387210001, 78702007, 373754002]]	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385032004, 422353003, 385071001, 422080000, 385027000, 385193009, 385188006], [780287000, 779213006, 780098005, 780711005, 779040001, 778799002, 780616006, 780763003, 779002004, 780698006], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 697940004, 96002002, 264614004, 102782009], [732774003, 278495003, 409646007, 409079006, 278496002, 387256009, 337570006, 337566003, 409645006, 337568002], [258684004, 408169001, 414718005, 418148006, 258916009, 258685003, 427264006, 418670008, 258797006, 419557001], [258773002, 419346007, 259035002, 418261000, 418342002, 418948007, 417932008, 426229009, 258811000, 419805009], [387256009, 387244008, 126101002, 70732003, 387212009, 387572002, 386984001, 387210001, 78702007, 373754002], [38112003, 708708008, 262049008, 262052000, 261768000, 697941000, 697940004, 96002002, 264614004, 102782009], [387256009, 387244008, 126101002, 70732003, 387212009, 387572002, 386984001, 387210001, 78702007, 373754002]]
