Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
insuficiencia respiratoria hipoxémica crónica reagudizada (trastorno)	10672271000119100	trastorno	0	0	[7361000175106, 67905004, 428173007, 426896000, 20091000175107]	0	1.0	3	1.0	[116680003, 263502005, 363698007]	7361000175106	3	1.0	[116680003, 263502005, 363698007]	7361000175106	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 236433006], [255212004, 238561006, 90734009, 160900005, 716771000, 25649003, 13550009, 50188003, 79955004, 314017009], [20139000, 118969007, 50043002, 86762007, 448708002, 287532007, 268925001, 113257007, 63303001, 700272008]]	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 236433006], [255212004, 238561006, 90734009, 160900005, 716771000, 25649003, 13550009, 50188003, 79955004, 314017009], [20139000, 118969007, 50043002, 86762007, 448708002, 287532007, 268925001, 113257007, 63303001, 700272008]]
resonancia magnética de columna vertebral de feto (procedimiento)	443079000	procedimiento	0	0	[241645008, 241648005, 711185003, 432152009, 241647000]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	241645008	3	1.0	[116680003, 260686004, 405813007]	241645008	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 495741000119105, 764568007, 411611000119102, 411571000119106, 571891000119109, 394451000119106, 396171000119100, 409771000119104], [312250003, 764577000, 4251000179103, 719178004, 16327691000119101, 764550009, 382911000119105, 489801000119103, 16334561000119101, 388321000119101], [53418001, 30340003, 6989001, 304037003, 297174005, 75160005, 3865001, 297171002, 297172009, 720694000]]	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 495741000119105, 764568007, 411611000119102, 411571000119106, 571891000119109, 394451000119106, 396171000119100, 409771000119104], [312250003, 764577000, 4251000179103, 719178004, 16327691000119101, 764550009, 382911000119105, 489801000119103, 16334561000119101, 388321000119101], [53418001, 30340003, 6989001, 304037003, 297174005, 75160005, 3865001, 297171002, 297172009, 720694000]]
llanto excesivo en el recién nacido (hallazgo)	95629002	hallazgo	-1	3	[735747007, 431335002, 433237003, 240301009, 48000002]	0	1.0	1	0.25	[116680003]	735747007	0	0.0	[]	-1	[[116680003, 0]]	[[162213003, 233776003, 271812002, 247784003, 248799000, 788918005, 260378005, 735639001, 787094005, 735640004]]		
obtención y preparación de epiplón mayor (procedimiento)	180850006	procedimiento	0	0	[180826009, 180851005, 180662008, 180793002, 309065004]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	180826009	3	1.0	[116680003, 260686004, 405813007]	180826009	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[44945006, 448365004, 233462003, 67954006, 180660000, 74909004, 57299007, 448361008, 89106004, 418926001], [360025001, 129431000, 233462003, 448365004, 448361008, 129280007, 129433002, 419656003, 67954006, 180660000], [245136004, 25541006, 245076006, 245141007, 245183002, 81440007, 280342008, 307037006, 245085006, 82465007]]	[[116680003, -1], [260686004, 0], [405813007, -1]]	[[44945006, 448365004, 233462003, 67954006, 180660000, 74909004, 57299007, 448361008, 89106004, 418926001], [360025001, 129431000, 233462003, 448365004, 448361008, 129280007, 129433002, 419656003, 67954006, 180660000], [245136004, 25541006, 245076006, 245141007, 245183002, 81440007, 280342008, 307037006, 245085006, 82465007]]
catarata en hipoparatiroidismo (trastorno)	231971006	trastorno	0	0	[717893006, 247064005, 95724003, 267626000, 52421005]	0	1.0	4	1.0	[116676008, 116680003, 363698007, 42752001]	717893006	4	1.0	[116676008, 116680003, 363698007, 42752001]	717893006	[[116676008, 0], [116680003, -1], [363698007, 0], [42752001, -1]]	[[128305008, 38422002, 50822002, 49755003, 370950002, 371880002, 164731000, 25659002, 128306009, 193570009], [128306009, 193570009, 285096004, 247064005, 95724003, 267626000, 68216000, 40714009, 95723009, 79410001], [78076003, 38881003, 40049005, 840672002, 280536008, 246796002, 70278005, 738952007, 231749006, 225701002], [36976004, 359743001, 237654002, 190455009, 240091005, 125409002, 360553006, 68233007, 40930008, 46940003]]	[[116676008, 0], [116680003, -1], [363698007, 0], [42752001, -1]]	[[128305008, 38422002, 50822002, 49755003, 370950002, 371880002, 164731000, 25659002, 128306009, 193570009], [128306009, 193570009, 285096004, 247064005, 95724003, 267626000, 68216000, 40714009, 95723009, 79410001], [78076003, 38881003, 40049005, 840672002, 280536008, 246796002, 70278005, 738952007, 231749006, 225701002], [36976004, 359743001, 237654002, 190455009, 240091005, 125409002, 360553006, 68233007, 40930008, 46940003]]
placa superior de laminilla espiral coclear [como un todo] (estructura corporal)	729132006	estructura corporal	0	0	[729131004, 729129008, 729128000, 729149004, 729130003]	0	1.0	2	1.0	[116680003, 272741003]	729131004	2	1.0	[116680003, 272741003]	729131004	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279786001, 279843007, 279791000, 729131004, 4871003, 730956009], [182353008, 709880000, 437882009, 384727002, 24614000, 85682006, 397206002, 732058002, 279163002, 369128005]]	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279786001, 279843007, 279791000, 729131004, 4871003, 730956009], [182353008, 709880000, 437882009, 384727002, 24614000, 85682006, 397206002, 732058002, 279163002, 369128005]]
histerectomía vaginal asistida por laparoscopia con salpingo-ooforectomía bilateral (procedimiento)	441820006	procedimiento	0	0	[608806004, 739673001, 739674007, 75835007, 739669004]	0	1.0	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	[[116680003, 3], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739674007, 739673001, 391996005, 29827000, 76876009, 116144002, 391083006, 609275002, 739670003, 739669004], [739674007, 739673001, 391996005, 609275002, 116144002, 739670003, 739669004, 29827000, 76876009, 739672006], [76876009, 302340005, 739674007, 386634006, 739673001, 391083006, 29827000, 391996005, 302376006, 302377002], [391996005, 129296005, 129399000, 281609006, 281839004, 129311003, 739674007, 739673001, 129402004, 129372002], [609275002, 76876009, 609230000, 302340005, 386634006, 29827000, 83152002, 739674007, 739673001, 116028008]]	[[116680003, 3], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739674007, 739673001, 391996005, 29827000, 76876009, 116144002, 391083006, 609275002, 739670003, 739669004], [739674007, 739673001, 391996005, 609275002, 116144002, 739670003, 739669004, 29827000, 76876009, 739672006], [76876009, 302340005, 739674007, 386634006, 739673001, 391083006, 29827000, 391996005, 302376006, 302377002], [391996005, 129296005, 129399000, 281609006, 281839004, 129311003, 739674007, 739673001, 129402004, 129372002], [609275002, 76876009, 609230000, 302340005, 386634006, 29827000, 83152002, 739674007, 739673001, 116028008]]
síndrome de Bloom (trastorno)	4434006	trastorno	0	4	[427698009, 32123005, 309776008, 277850002, 24956004]	1	0.6667000000000001	1	1.0	[116680003]	427698009	1	0.5	[116680003]	24956004	[[116680003, -1]]	[[212966005, 212970002, 111735006, 6806005, 70079009, 212986009, 242937003, 212889001, 95864008, 109954009]]	[[116680003, -1]]	[[2432006, 29059006, 171509005, 280401006, 303949008, 303952000, 231048006, 303921001, 303914001, 280371009]]
síndrome de aspiración de meconio (trastorno)	206292002	trastorno	0	0	[10269001, 278927005, 129571008, 350353007, 238826008]	0	1.0	2	1.0	[246454002, 116680003]	10269001	2	1.0	[246454002, 116680003]	10269001	[[246454002, -1], [116680003, -1]]	[[450426006, 303114002, 303112003, 111467008, 26291002, 9936001, 21404001, 723111007, 89062002, 22067002], [106012007, 5984000, 49725005, 62714009, 90108007, 17082004, 179924009, 206153000, 82719008, 76012002]]	[[246454002, -1], [116680003, -1]]	[[450426006, 303114002, 303112003, 111467008, 26291002, 9936001, 21404001, 723111007, 89062002, 22067002], [106012007, 5984000, 49725005, 62714009, 90108007, 17082004, 179924009, 206153000, 82719008, 76012002]]
estudios de captación/excreción de isótopos (procedimiento)	169123003	procedimiento	0	0	[241386007, 12341000, 409082001, 8994009, 50621006]	0	1.0	3	0.75	[116680003, 260686004, 424361007]	241386007	3	0.75	[116680003, 260686004, 424361007]	241386007	[[116680003, -1], [260686004, -1], [424361007, 1]]	[[272524002, 130074009, 391089005, 15373003, 372839006, 130946001, 18124001, 736203008, 71818000, 45120003], [129264002, 129265001, 257890000, 256644001, 424900004, 129410003, 129266000, 129428001, 129271007, 129267009], [33638001, 89457008, 32926003, 33239004, 54190007, 708552003, 5453007, 1520008, 88364000, 66641009]]	[[116680003, -1], [260686004, -1], [424361007, 1]]	[[272524002, 130074009, 391089005, 15373003, 372839006, 130946001, 18124001, 736203008, 71818000, 45120003], [129264002, 129265001, 257890000, 256644001, 424900004, 129410003, 129266000, 129428001, 129271007, 129267009], [33638001, 89457008, 32926003, 33239004, 54190007, 708552003, 5453007, 1520008, 88364000, 66641009]]
