Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
supervisión de embarazo de alto riesgo con antecedente de muerte intrauterina (régimen/tratamiento)	713234005	régimen/tratamiento	0	0	[713233004, 32531000119102, 713241004, 702740001, 713240003]	0	1.0	2	1.0	[116680003, 363702006]	713233004	2	1.0	[116680003, 363702006]	713233004	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 47200007, 386322007, 702742009, 713242006, 10761591000119105, 10761551000119100], [47200007, 702738006, 702741002, 15508007, 237239003, 386322007, 702758007, 723509005, 74491000119109, 702739003]]	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 47200007, 386322007, 702742009, 713242006, 10761591000119105, 10761551000119100], [47200007, 702738006, 702741002, 15508007, 237239003, 386322007, 702758007, 723509005, 74491000119109, 702739003]]
linfoma semejante a hidroa vacciniforme (trastorno)	763719001	trastorno	-1	2	[450907007, 789440003, 200837006, 450911001, 782919005]	0	1.0	1	1.0	[116680003]	450907007	0	0.0	[]	-1	[[116680003, 8]]	[[789440003, 450907007, 200837006, 722958008, 128871009, 397351004, 703801008, 20991001, 277466009, 414629003]]		
cinamil - alcohol deshidrogenasa (sustancia)	69095004	sustancia	0	0	[45717000, 43821000, 79211004, 87336008, 26148001]	0	1.0	2	1.0	[116680003, 726542003]	45717000	2	1.0	[116680003, 726542003]	45717000	[[116680003, 0], [726542003, 2]]	[[129919009, 771363002, 304257007, 130932001, 68101005, 130093006, 44121006, 304264009, 26160000, 130055001], [62167001, 129994000, 736206000, 30109002, 65480002, 56702000, 66043008, 130083004, 43374003, 29900000]]	[[116680003, 0], [726542003, 2]]	[[129919009, 771363002, 304257007, 130932001, 68101005, 130093006, 44121006, 304264009, 26160000, 130055001], [62167001, 129994000, 736206000, 30109002, 65480002, 56702000, 66043008, 130083004, 43374003, 29900000]]
remoción colposcópica de cuerpo extraño de la vagina (procedimiento)	176740000	procedimiento	0	0	[176738005, 112914002, 343973002, 84397009, 363282007]	0	1.0	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 173156008, 819971007, 424959007, 10849003, 236010002, 57690004, 445921004, 308890008, 5671007], [128395003, 68017002, 128394004, 128411005, 315305006, 49619003, 86812005, 177996005, 28136008, 48743000], [129303008, 129306000, 360325005, 129416009, 129410003, 129304002, 129415008, 129443004, 425362007, 129399000], [76784001, 85802006, 12817009, 18857001, 312597003, 451024007, 41218000, 28644007, 359980002, 309880009]]	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 173156008, 819971007, 424959007, 10849003, 236010002, 57690004, 445921004, 308890008, 5671007], [128395003, 68017002, 128394004, 128411005, 315305006, 49619003, 86812005, 177996005, 28136008, 48743000], [129303008, 129306000, 360325005, 129416009, 129410003, 129304002, 129415008, 129443004, 425362007, 129399000], [76784001, 85802006, 12817009, 18857001, 312597003, 451024007, 41218000, 28644007, 359980002, 309880009]]
neoplasia maligna del recto, unión rectosigmoide y ano (trastorno)	187760008	trastorno	0	0	[109839004, 443488001, 126848003, 92314003, 10987871000119109]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	109839004	3	1.0	[116676008, 116680003, 363698007]	109839004	[[116676008, -1], [116680003, -1], [363698007, 0]]	[[86049000, 93980002, 722533007, 372087000, 93941005, 10987871000119109, 93761005, 96981000119102, 92314003, 94080006], [109821008, 92314003, 128415001, 10987871000119109, 93980002, 96981000119102, 448675008, 126848003, 722533007, 187734007], [49832006, 81922002, 126848003, 425178004, 45325001, 34402009, 32004001, 269544008, 57444000, 25271004]]	[[116676008, -1], [116680003, -1], [363698007, 0]]	[[86049000, 93980002, 722533007, 372087000, 93941005, 10987871000119109, 93761005, 96981000119102, 92314003, 94080006], [109821008, 92314003, 128415001, 10987871000119109, 93980002, 96981000119102, 448675008, 126848003, 722533007, 187734007], [49832006, 81922002, 126848003, 425178004, 45325001, 34402009, 32004001, 269544008, 57444000, 25271004]]
hipersensibilidad gastrointestinal causada por alimento (trastorno)	735459007	trastorno	0	0	[419452009, 402384009, 735468009, 402390008, 735455001]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	419452009	3	1.0	[116680003, 370135005, 246075003]	419452009	[[116680003, -1], [370135005, 2], [246075003, 0]]	[[370540009, 218950001, 218973009, 219015004, 218626001, 218796003, 698300001, 218938007, 218795004, 218953004], [472964009, 609404002, 472963003, 719983008, 415178003, 719982003, 308489006, 735445000, 308490002, 420373003], [762766007, 705505005, 700624004, 111798006, 61268003, 448904009, 440551000124102, 78910004, 312438007, 116180002]]	[[116680003, -1], [370135005, 2], [246075003, 0]]	[[370540009, 218950001, 218973009, 219015004, 218626001, 218796003, 698300001, 218938007, 218795004, 218953004], [472964009, 609404002, 472963003, 719983008, 415178003, 719982003, 308489006, 735445000, 308490002, 420373003], [762766007, 705505005, 700624004, 111798006, 61268003, 448904009, 440551000124102, 78910004, 312438007, 116180002]]
piel de la cara posterior del antebrazo [como un todo] (estructura corporal)	181539006	estructura corporal	0	0	[181538003, 727628007, 727856004, 181548001, 727626006]	0	1.0	2	1.0	[116680003, 272741003]	181538003	2	1.0	[116680003, 272741003]	181538003	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 52968007, 181536004, 5742000, 244137003, 73958006, 244139000], [182353008, 709880000, 272424004, 180919005, 46669005, 731918004, 732162006, 731781008, 24614000, 732100000]]	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 52968007, 181536004, 5742000, 244137003, 73958006, 244139000], [182353008, 709880000, 272424004, 180919005, 46669005, 731918004, 732162006, 731781008, 24614000, 732100000]]
tuberculosis en la madre que complica el nacimiento (trastorno)	10759881000119100	trastorno	0	0	[10754031000119105, 10753101000119102, 10759921000119107, 32801000119106, 10759961000119102]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 40609001, 10745291000119103, 10743001000119103, 10811201000119102, 10759921000119107, 31516002, 81557008], [441862004, 415178003, 719982003, 308489006, 308490002, 29458008, 472963003, 442614005, 263680009, 609404002], [68704007, 715872009, 450421001, 450422008, 17872004, 449121005, 120977006, 716260000, 715869002, 122266004]]	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 40609001, 10745291000119103, 10743001000119103, 10811201000119102, 10759921000119107, 31516002, 81557008], [441862004, 415178003, 719982003, 308489006, 308490002, 29458008, 472963003, 442614005, 263680009, 609404002], [68704007, 715872009, 450421001, 450422008, 17872004, 449121005, 120977006, 716260000, 715869002, 122266004]]
colágeno ADP (sustancia)	391381000	sustancia	0	-1	[61472002, 109010000, 407726000, 17420003, 409080009]	0	1.0	1	1.0	[116680003]	61472002	1	1.0	[116680003]	61472002	[[116680003, -1]]	[[304381003, 37881001, 39110002, 164003, 707618008, 60061009, 786912003, 711323001, 37915003, 22880000]]	[[116680003, -1]]	[[304381003, 37881001, 39110002, 164003, 707618008, 60061009, 786912003, 711323001, 37915003, 22880000]]
tratamiento hipolipemiante suspendido (situación)	764637000	situación	0	0	[764968003, 170588009, 170712003, 135797000, 135822005]	0	1.0	4	1.0	[408731000, 116680003, 408730004, 408732007]	764968003	4	1.0	[408731000, 116680003, 408730004, 408732007]	764968003	[[408731000, 0], [116680003, 0], [408730004, -1], [408732007, 0]]	[[410512000, 410584005, 410585006, 410587003, 410588008, 410586007, 410511007, 15240007, 397898000, 285623001], [394908001, 394906002, 385655000, 170904002, 170816009, 170588009, 170854009, 170872003, 170894006, 170712003], [385655000, 394908001, 170588009, 170712003, 170904002, 224462003, 309841001, 170687005, 708000007, 170816009], [410604004, 57646009, 444055008, 444294004, 444213009, 419358007, 444053001, 444242001, 444194006, 399651003]]	[[408731000, 0], [116680003, 0], [408730004, -1], [408732007, 0]]	[[410512000, 410584005, 410585006, 410587003, 410588008, 410586007, 410511007, 15240007, 397898000, 285623001], [394908001, 394906002, 385655000, 170904002, 170816009, 170588009, 170854009, 170872003, 170894006, 170712003], [385655000, 394908001, 170588009, 170712003, 170904002, 224462003, 309841001, 170687005, 708000007, 170816009], [410604004, 57646009, 444055008, 444294004, 444213009, 419358007, 444053001, 444242001, 444194006, 399651003]]
