Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
incapaz de usar palangana (hallazgo)	284914006	hallazgo	0	0	[285869003, 284913000, 284921006, 285868006, 289984003, 289980007, 284920007, 285862007, 289979009, 285875007]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	285869003	3	1.0	[363713009, 116680003, 363714003]	285869003	[[363713009, 0], [116680003, -1], [363714003, -1]]	[[371151008, 371150009, 289118006, 286658006, 715006005, 288807004, 282976003, 282926000, 286106001, 284889006], [365269002, 365268005, 365274005, 365367003, 365209004, 365122002, 365216003, 364979001, 365357008, 365271002], [285867001, 285860004, 285898004, 288474001, 288615004, 288473007, 285885008, 304659002, 300705004, 304653001]]	[[363713009, 0], [116680003, -1], [363714003, -1]]	[[371151008, 371150009, 289118006, 286658006, 715006005, 288807004, 282976003, 282926000, 286106001, 284889006], [365269002, 365268005, 365274005, 365367003, 365209004, 365122002, 365216003, 364979001, 365357008, 365271002], [285867001, 285860004, 285898004, 288474001, 288615004, 288473007, 285885008, 304659002, 300705004, 304653001]]
componente C4 del complemento (sustancia)	300899005	sustancia	0	0	[62699008, 29776002, 20057002, 10473000, 52313003, 923009, 44728009, 27273002, 123004001, 79973001]	0	1.0	2	1.0	[116680003, 726542003]	62699008	2	1.0	[116680003, 726542003]	62699008	[[116680003, -1], [726542003, 0]]	[[259784004, 27960005, 86091003, 250330007, 737098007, 234624002, 234593008, 116723006, 15615005, 250340005], [734544007, 108940007, 75777003, 422745008, 734605005, 734596005, 427395002, 714010003, 734559001, 768679002]]	[[116680003, -1], [726542003, 0]]	[[259784004, 27960005, 86091003, 250330007, 737098007, 234624002, 234593008, 116723006, 15615005, 250340005], [734544007, 108940007, 75777003, 422745008, 734605005, 734596005, 427395002, 714010003, 734559001, 768679002]]
producto que contiene exactamente mesalazina 500 miligramos por cada comprimido de liberación prolongada para administración oral (fármaco de uso clínico)	765648000	fármaco de uso clínico	0	0	[765726003, 439147003, 765507008, 317431008, 376655004, 409489002, 374662005, 324797001, 329613005, 324985007]	0	1.0	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 437759001, 426061004, 761877007, 385059007, 428789004, 427750007, 447210004], [385060002, 421155001, 764774009, 421620004, 385053008, 421026006, 421752008, 422353003, 766233005, 764780001], [732775002, 441252003, 441254002, 441251005, 317402009, 317432001, 433216006, 322250004, 353131001, 329853005], [779815007, 780541005, 778453003, 789139006, 779225009, 780458003, 780658009, 780415002, 779235003, 779038006], [385055001, 732936001, 421595009, 437759001, 426061004, 761877007, 385059007, 428789004, 427750007, 447210004], [38112003, 262052000, 262049008, 261768000, 697941000, 708708008, 697940004, 264614004, 82609006, 264615003], [258684004, 408169001, 414718005, 418670008, 258797006, 418830004, 258798001, 396163008, 258916009, 258796002], [38112003, 262052000, 262049008, 261768000, 697941000, 708708008, 697940004, 264614004, 82609006, 264615003], [387501005, 387248006, 788426009, 391819000, 428698007, 703350008, 387014003, 421777009, 86977007, 704313003], [387501005, 387248006, 788426009, 391819000, 428698007, 703350008, 387014003, 421777009, 86977007, 704313003]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 421595009, 437759001, 426061004, 761877007, 385059007, 428789004, 427750007, 447210004], [385060002, 421155001, 764774009, 421620004, 385053008, 421026006, 421752008, 422353003, 766233005, 764780001], [732775002, 441252003, 441254002, 441251005, 317402009, 317432001, 433216006, 322250004, 353131001, 329853005], [779815007, 780541005, 778453003, 789139006, 779225009, 780458003, 780658009, 780415002, 779235003, 779038006], [385055001, 732936001, 421595009, 437759001, 426061004, 761877007, 385059007, 428789004, 427750007, 447210004], [38112003, 262052000, 262049008, 261768000, 697941000, 708708008, 697940004, 264614004, 82609006, 264615003], [258684004, 408169001, 414718005, 418670008, 258797006, 418830004, 258798001, 396163008, 258916009, 258796002], [38112003, 262052000, 262049008, 261768000, 697941000, 708708008, 697940004, 264614004, 82609006, 264615003], [387501005, 387248006, 788426009, 391819000, 428698007, 703350008, 387014003, 421777009, 86977007, 704313003], [387501005, 387248006, 788426009, 391819000, 428698007, 703350008, 387014003, 421777009, 86977007, 704313003]]
soplo orbitario (hallazgo)	111977003	hallazgo	0	0	[9559002, 89985004, 422325003, 68494000, 71201008, 23795000, 65254001, 79758006, 30782001, 414786004]	0	1.0	3	0.75	[418775008, 116680003, 363698007]	9559002	3	0.75	[418775008, 116680003, 363698007]	9559002	[[418775008, -1], [116680003, -1], [363698007, -1]]	[[263826004, 80096003, 280547001, 120090001, 255001009, 464005008, 303515008, 249093003, 414520005, 95772002], [30782001, 31574009, 71201008, 422325003, 89985004, 65254001, 23795000, 79758006, 68494000, 248685006], [277712000, 773934000, 773935004, 118506009, 263168002, 80316005, 25388009, 113252001, 78776006, 194996006]]	[[418775008, -1], [116680003, -1], [363698007, -1]]	[[263826004, 80096003, 280547001, 120090001, 255001009, 464005008, 303515008, 249093003, 414520005, 95772002], [30782001, 31574009, 71201008, 422325003, 89985004, 65254001, 23795000, 79758006, 68494000, 248685006], [277712000, 773934000, 773935004, 118506009, 263168002, 80316005, 25388009, 113252001, 78776006, 194996006]]
producto que contiene minociclina en forma farmacéutica para administración parenteral como único ingrediente (forma farmacéutica de producto medicinal)	779911002	forma farmacéutica de producto medicinal	0	0	[778808005, 787861006, 779617001, 779093000, 778447003, 780193003, 786246007, 778924007, 778511002, 779072003]	0	1.0	4	1.0	[127489000, 116680003, 411116001, 766952006]	778808005	4	1.0	[127489000, 116680003, 411116001, 766952006]	778808005	[[127489000, 0], [116680003, 0], [411116001, 0], [766952006, 0]]	[[372653009, 71417000, 372478003, 387474003, 372587005, 395978007, 372718005, 372763006, 720491001, 373550009], [776800005, 777321009, 775305000, 774502009, 777925006, 775565001, 775425002, 777396005, 775432006, 775093008], [385287007, 440132002, 772805002, 385268001, 745991000, 425427001, 761845009, 830206007, 764194006, 774116008], [38112003, 262049008, 262052000, 261768000, 697941000, 697940004, 708708008, 264614004, 96002002, 82609006]]	[[127489000, 0], [116680003, 0], [411116001, 0], [766952006, 0]]	[[372653009, 71417000, 372478003, 387474003, 372587005, 395978007, 372718005, 372763006, 720491001, 373550009], [776800005, 777321009, 775305000, 774502009, 777925006, 775565001, 775425002, 777396005, 775432006, 775093008], [385287007, 440132002, 772805002, 385268001, 745991000, 425427001, 761845009, 830206007, 764194006, 774116008], [38112003, 262049008, 262052000, 261768000, 697941000, 697940004, 708708008, 264614004, 96002002, 82609006]]
monobenzoato de resorcinol (sustancia)	256103001	sustancia	0	1	[78032005, 724034007, 63379003, 772402006, 772305009, 772929008, 772913000, 785461004, 434295000, 412301005]	1	0.6667000000000001	1	1.0	[116680003]	78032005	2	1.0	[116680003, 738774007]	724034007	[[116680003, 0]]	[[302221001, 255853000, 273963008, 255767004, 256209008, 256164005, 288847006, 255878001, 288841007, 256006006]]	[[116680003, -1], [738774007, 0]]	[[1520008, 311950005, 439718001, 438465002, 442296001, 16073002, 417174002, 301843001, 769039004, 116280007], [78032005, 22192002, 398713003, 421208001, 395933009, 387204001, 387357002, 387054001, 387087002, 422343004]]
polo uterino del ovario [como un todo] (estructura corporal)	279913006	estructura corporal	0	0	[279912001, 729049002, 258222009, 730128003, 279596007, 280124008, 362277009, 730219005, 258665002, 181453009]	0	1.0	2	1.0	[116680003, 272741003]	279912001	2	1.0	[116680003, 272741003]	279912001	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 23952005, 57117003, 37397003, 19931006, 7755000, 7435002, 43754007], [182353008, 709880000, 279881002, 254881001, 729166002, 248911005, 289785007, 285432005, 289787004, 437882009]]	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 23952005, 57117003, 37397003, 19931006, 7755000, 7435002, 43754007], [182353008, 709880000, 279881002, 254881001, 729166002, 248911005, 289785007, 285432005, 289787004, 437882009]]
anestesia para procedimiento cerrado en húmero y codo (procedimiento)	1861004	procedimiento	0	0	[57179005, 79038001, 63675002, 30796007, 75154005, 69749003, 16342009, 34728006, 45146004, 21531001]	0	1.0	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 86921005, 79038001, 81862004, 232604000, 239281003, 239284006, 239285007], [129445006, 257878002, 257935006, 288468001, 129442009, 256644001, 360038009, 257890000, 410460000, 302196006], [373266007, 373520001, 25228008, 28069006, 373477003, 257228005, 373288007, 29179001, 42360002, 303355006], [118704009, 118706006, 283246005, 119638001, 16342009, 71936001, 79038001, 283412007, 118716003, 118705005]]	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 86921005, 79038001, 81862004, 232604000, 239281003, 239284006, 239285007], [129445006, 257878002, 257935006, 288468001, 129442009, 256644001, 360038009, 257890000, 410460000, 302196006], [373266007, 373520001, 25228008, 28069006, 373477003, 257228005, 373288007, 29179001, 42360002, 303355006], [118704009, 118706006, 283246005, 119638001, 16342009, 71936001, 79038001, 283412007, 118716003, 118705005]]
epinefrina (sustancia)	387362001	sustancia	0	2	[126133006, 468846009, 126134000, 131033001, 50685004, 96254001, 313191000, 64722001, 346385006, 346357009]	0	1.0	1	1.0	[116680003]	126133006	2	1.0	[116680003, 726542003]	126134000	[[116680003, -1]]	[[158764006, 311927004, 255683006, 108817007, 78257008, 59303007, 78276005, 87010005, 372884008, 159058000]]	[[116680003, -1], [726542003, 0]]	[[54190007, 86988001, 430466002, 417265006, 429906007, 430608007, 430027002, 81369004, 437869001, 114106008], [734672009, 21568003, 734671002, 38254008, 127023007, 79580006, 734668005, 91968002, 129637007, 123671009]]
venas bronquiales izquierdas (estructura corporal)	361640008	estructura corporal	0	0	[361641007, 360700004, 161992004, 267042006, 360694005, 248498007, 360695006, 161991006, 248743003, 272998002]	0	1.0	2	1.0	[116680003, 272741003]	361641007	2	1.0	[116680003, 272741003]	361641007	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 46704009, 90895003, 64468002, 84680009, 75207001, 421699006, 56341001, 153622002], [24028007, 7771000, 51440002, 16001231000119100, 332241000119106, 334691000119106, 15989551000119101, 335501000119102, 340291000119103, 337851000119109]]	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 46704009, 90895003, 64468002, 84680009, 75207001, 421699006, 56341001, 153622002], [24028007, 7771000, 51440002, 16001231000119100, 332241000119106, 334691000119106, 15989551000119101, 335501000119102, 340291000119103, 337851000119109]]
