Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
producto que contiene exactamente clorhidrato de desipramina 50 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	375530008	fármaco de uso clínico	0	0	[374626009, 321843006, 321747004, 376689003, 371142000, 375529003, 375370000, 371743002, 376658002, 371955003]	0	1.0	11	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 762949000, 732946004, 766939001, 732943007]	374626009	11	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 762949000, 732946004, 766939001, 732943007]	374626009	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [762949000, 0], [732946004, 0], [766939001, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 385059007, 447079001, 66076007, 421595009, 385084005, 421701006], [421026006, 764780001, 764774009, 385085006, 421366001, 385060002, 420692007, 421873001, 421701006, 385061003], [732774003, 278495003, 278496002, 337570006, 337568002, 337566003, 409079006, 337572003, 318100006, 264707009], [778938000, 778810007, 779542002, 780718004, 779771003, 780319009, 778314006, 779067007, 780036006, 778301005], [385055001, 732936001, 761877007, 733000006, 385059007, 447079001, 66076007, 421595009, 385084005, 421701006], [38112003, 82609006, 121348009, 129480005, 260303000, 256179003, 259980003, 262052000, 32100007, 259134001], [258684004, 408169001, 414718005, 396163008, 258797006, 258798001, 258916009, 258796002, 418830004, 418670008], [26120001, 387027004, 3378009, 10424009, 46950002, 85037008, 48384000, 29666006, 58956008, 396037001], [38112003, 82609006, 121348009, 129480005, 260303000, 256179003, 259980003, 262052000, 32100007, 259134001], [773864007, 773863001, 789691007, 773871002, 773870001, 773837006, 773838001, 773883000, 773876007, 773878008], [26120001, 387027004, 3378009, 10424009, 46950002, 85037008, 48384000, 29666006, 58956008, 396037001]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [762949000, 0], [732946004, 0], [766939001, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 385059007, 447079001, 66076007, 421595009, 385084005, 421701006], [421026006, 764780001, 764774009, 385085006, 421366001, 385060002, 420692007, 421873001, 421701006, 385061003], [732774003, 278495003, 278496002, 337570006, 337568002, 337566003, 409079006, 337572003, 318100006, 264707009], [778938000, 778810007, 779542002, 780718004, 779771003, 780319009, 778314006, 779067007, 780036006, 778301005], [385055001, 732936001, 761877007, 733000006, 385059007, 447079001, 66076007, 421595009, 385084005, 421701006], [38112003, 82609006, 121348009, 129480005, 260303000, 256179003, 259980003, 262052000, 32100007, 259134001], [258684004, 408169001, 414718005, 396163008, 258797006, 258798001, 258916009, 258796002, 418830004, 418670008], [26120001, 387027004, 3378009, 10424009, 46950002, 85037008, 48384000, 29666006, 58956008, 396037001], [38112003, 82609006, 121348009, 129480005, 260303000, 256179003, 259980003, 262052000, 32100007, 259134001], [773864007, 773863001, 789691007, 773871002, 773870001, 773837006, 773838001, 773883000, 773876007, 773878008], [26120001, 387027004, 3378009, 10424009, 46950002, 85037008, 48384000, 29666006, 58956008, 396037001]]
fractura de Quervain (trastorno)	46773004	trastorno	0	0	[87905008, 263241008, 30060003, 263180005, 704013006, 20511007, 27094009, 8540001000004109, 209273000, 439987009]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	87905008	3	1.0	[116676008, 116680003, 363698007]	87905008	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[72704001, 74290000, 52329006, 397181002, 704013006, 20511007, 439987009, 275337006, 361118003, 15474008], [278537006, 208637008, 263242001, 208634001, 208639006, 31978002, 208638003, 263232003, 263199001, 307727005], [64605006, 20285007, 85401006, 12611008, 91238003, 118495001, 312715005, 719494001, 719493007, 61945004]]	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[72704001, 74290000, 52329006, 397181002, 704013006, 20511007, 439987009, 275337006, 361118003, 15474008], [278537006, 208637008, 263242001, 208634001, 208639006, 31978002, 208638003, 263232003, 263199001, 307727005], [64605006, 20285007, 85401006, 12611008, 91238003, 118495001, 312715005, 719494001, 719493007, 61945004]]
vena safena externa [como un todo] (estructura corporal)	181404009	estructura corporal	0	0	[731339000, 181402008, 732135003, 730650001, 361642000, 714755003, 302677006, 730649001, 181400000, 731401009]	0	1.0	2	1.0	[116680003, 272741003]	731339000	2	1.0	[116680003, 272741003]	731339000	[[116680003, 0], [272741003, 0]]	[[26805005, 422849006, 60734001, 423152005, 362072009, 721080005, 721081009, 175818007, 79908009, 210871006], [182353008, 709880000, 437882009, 414408004, 46669005, 227822000, 2320006, 240692002, 12453002, 31234004]]	[[116680003, 0], [272741003, 0]]	[[26805005, 422849006, 60734001, 423152005, 362072009, 721080005, 721081009, 175818007, 79908009, 210871006], [182353008, 709880000, 437882009, 414408004, 46669005, 227822000, 2320006, 240692002, 12453002, 31234004]]
hiperplasia congénita de las glándulas sebáceas del labio (trastorno)	27680009	trastorno	0	0	[19845004, 235700007, 65274008, 123637000, 126884005, 92833001, 94532000, 92273004, 126490003, 253755003]	0	1.0	2	0.6667	[116676008, 116680003]	19845004	2	0.6667	[116676008, 116680003]	19845004	[[116676008, -1], [116680003, 1]]	[[55856005, 737185000, 66042003, 109549008, 428543009, 11102005, 10653003, 109521001, 237751000, 109520000], [55856005, 238748009, 403852003, 737185000, 66042003, 11102005, 109521001, 237751000, 10653003, 235700007]]	[[116676008, -1], [116680003, 1]]	[[55856005, 737185000, 66042003, 109549008, 428543009, 11102005, 10653003, 109521001, 237751000, 109520000], [55856005, 238748009, 403852003, 737185000, 66042003, 11102005, 109521001, 237751000, 10653003, 235700007]]
apófisis clinoides media [como un todo] (estructura corporal)	139885000	estructura corporal	0	0	[140188009, 139986003, 730236002, 727164007, 729830000, 730196005, 730054009, 728735007, 731324001, 728911009]	0	1.0	2	1.0	[116680003, 272741003]	140188009	2	1.0	[116680003, 272741003]	140188009	[[116680003, 2], [272741003, 6]]	[[69148001, 46117001, 82932007, 91361004, 73115006, 43466000, 778034001, 68751009, 310785009, 778033007], [255586005, 49252004, 65363002, 61695000, 1980003, 32176000, 182353008, 82497007, 226797000, 80327007]]	[[116680003, 2], [272741003, 6]]	[[69148001, 46117001, 82932007, 91361004, 73115006, 43466000, 778034001, 68751009, 310785009, 778033007], [255586005, 49252004, 65363002, 61695000, 1980003, 32176000, 182353008, 82497007, 226797000, 80327007]]
termometría con cristales líquidos (procedimiento)	252463007	procedimiento	0	0	[75195008, 167344003, 167347005, 463134006, 462983001, 264514008, 104424009, 167345002, 167346001, 23779000]	0	1.0	2	0.6667	[116680003, 260686004]	75195008	2	0.6667	[116680003, 260686004]	75195008	[[116680003, -1], [260686004, -1]]	[[272389005, 127801007, 17447008, 414465003, 47992004, 60374009, 33353001, 85396007, 252494007, 59254005], [129265001, 129264002, 129449000, 360152008, 410460000, 129271007, 256644001, 129278001, 360165004, 394831002]]	[[116680003, -1], [260686004, -1]]	[[272389005, 127801007, 17447008, 414465003, 47992004, 60374009, 33353001, 85396007, 252494007, 59254005], [129265001, 129264002, 129449000, 360152008, 410460000, 129271007, 256644001, 129278001, 360165004, 394831002]]
cuerpo extraño en la piel de la palma de la mano (trastorno)	298082009	trastorno	0	0	[298080001, 298081002, 298097007, 298079004, 298099005, 298066008, 283203007, 298064006, 298100002, 275453008]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	298080001	3	1.0	[116676008, 116680003, 363698007]	298080001	[[116676008, -1], [116680003, 3], [363698007, 3]]	[[283162007, 298080001, 211311003, 298079004, 298099005, 298097007, 298081002, 298064006, 405706000, 298066008], [298092001, 298073003, 298081002, 298080001, 298097007, 298079004, 298099005, 298100002, 298075005, 298068009], [33712006, 89784008, 26795005, 70887009, 782450001, 782451002, 24527008, 24785000, 21548009, 42097000]]	[[116676008, -1], [116680003, 3], [363698007, 3]]	[[283162007, 298080001, 211311003, 298079004, 298099005, 298097007, 298081002, 298064006, 405706000, 298066008], [298092001, 298073003, 298081002, 298080001, 298097007, 298079004, 298099005, 298100002, 298075005, 298068009], [33712006, 89784008, 26795005, 70887009, 782450001, 782451002, 24527008, 24785000, 21548009, 42097000]]
producto que contiene exactamente clorhidrato de milnaciprán 25 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	441568008	fármaco de uso clínico	0	0	[441611004, 375369001, 374536006, 373949001, 321842001, 375529003, 410916007, 441961005, 441732000, 703778007]	0	1.0	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	441611004	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	441611004	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 385059007, 421595009, 377264009, 322991005, 66076007, 377483004], [421026006, 764780001, 421366001, 764774009, 385085006, 385060002, 420692007, 421873001, 783749008, 784575004], [725124009, 67517005, 278495003, 278494004, 707053000, 102373000, 447678008, 273092009, 377483004, 377264009], [779905000, 778950006, 780566009, 779982000, 779928004, 787073007, 780450005, 780765005, 780757007, 779771003], [385055001, 732936001, 761877007, 733000006, 385059007, 421595009, 377264009, 322991005, 66076007, 377483004], [725124009, 38112003, 67517005, 82609006, 707053000, 129480005, 260303000, 256179003, 259980003, 32100007], [258684004, 408169001, 414718005, 258685003, 396163008, 258916009, 258798001, 418670008, 258797006, 408105009], [725124009, 38112003, 67517005, 82609006, 707053000, 129480005, 260303000, 256179003, 259980003, 32100007], [442642007, 442699004, 108436007, 55124001, 783113003, 108434005, 10424009, 412577007, 787057001, 387243002], [442642007, 442699004, 108436007, 55124001, 783113003, 108434005, 10424009, 412577007, 787057001, 387243002]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 733000006, 385059007, 421595009, 377264009, 322991005, 66076007, 377483004], [421026006, 764780001, 421366001, 764774009, 385085006, 385060002, 420692007, 421873001, 783749008, 784575004], [725124009, 67517005, 278495003, 278494004, 707053000, 102373000, 447678008, 273092009, 377483004, 377264009], [779905000, 778950006, 780566009, 779982000, 779928004, 787073007, 780450005, 780765005, 780757007, 779771003], [385055001, 732936001, 761877007, 733000006, 385059007, 421595009, 377264009, 322991005, 66076007, 377483004], [725124009, 38112003, 67517005, 82609006, 707053000, 129480005, 260303000, 256179003, 259980003, 32100007], [258684004, 408169001, 414718005, 258685003, 396163008, 258916009, 258798001, 418670008, 258797006, 408105009], [725124009, 38112003, 67517005, 82609006, 707053000, 129480005, 260303000, 256179003, 259980003, 32100007], [442642007, 442699004, 108436007, 55124001, 783113003, 108434005, 10424009, 412577007, 787057001, 387243002], [442642007, 442699004, 108436007, 55124001, 783113003, 108434005, 10424009, 412577007, 787057001, 387243002]]
endocarditis de prótesis de válvula tricúspide (trastorno)	703190002	trastorno	0	0	[703179007, 703189006, 703201004, 703191003, 459151006, 703292000, 472831008, 703200003, 186877007, 703287002]	0	1.0	4	0.8	[116676008, 116680003, 255234002, 363698007]	703179007	4	0.8	[116676008, 116680003, 255234002, 363698007]	703179007	[[116676008, 0], [116680003, 0], [255234002, 1], [363698007, 0]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 127582006, 123627005, 259971003, 708039003], [473086001, 473090004, 473060006, 473101005, 473036007, 473095009, 473088000, 473048005, 473100006, 473084003], [77181006, 8069005, 79917009, 35350000, 47432005, 733689006, 767701006, 174937005, 472831008, 6536009], [711576007, 708080005, 711579000, 711578008, 711570001, 711577003, 711571002, 46030003, 711575006, 711572009]]	[[116676008, 0], [116680003, 0], [255234002, 1], [363698007, 0]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 127582006, 123627005, 259971003, 708039003], [473086001, 473090004, 473060006, 473101005, 473036007, 473095009, 473088000, 473048005, 473100006, 473084003], [77181006, 8069005, 79917009, 35350000, 47432005, 733689006, 767701006, 174937005, 472831008, 6536009], [711576007, 708080005, 711579000, 711578008, 711570001, 711577003, 711571002, 46030003, 711575006, 711572009]]
puente de estómago por anastomosis de esófago a duodeno (procedimiento)	173740007	procedimiento	0	0	[265365007, 173748000, 305621000, 173858006, 173586007, 173857001, 235279008, 398261006, 448190006, 173560002]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	265365007	3	1.0	[116680003, 260686004, 405813007]	265365007	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[90021002, 358575006, 173586007, 10107006, 110772008, 88849006, 173560002, 265344001, 30582003, 304060006], [360021005, 129407005, 129376004, 48537004, 129297001, 82596000, 27500002, 73202009, 14752007, 304389001], [38848004, 714325007, 77763002, 9566001, 78540008, 70356001, 12515005, 19017009, 9999005, 32849002]]	[[116680003, 0], [260686004, 0], [405813007, 0]]	[[90021002, 358575006, 173586007, 10107006, 110772008, 88849006, 173560002, 265344001, 30582003, 304060006], [360021005, 129407005, 129376004, 48537004, 129297001, 82596000, 27500002, 73202009, 14752007, 304389001], [38848004, 714325007, 77763002, 9566001, 78540008, 70356001, 12515005, 19017009, 9999005, 32849002]]
