Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
incapaz de usar palangana (hallazgo)	284914006	hallazgo	0	0	[284913000, 285869003, 285868006, 285862007, 284921006, 289984003, 285861000, 284908004, 285042003, 289985002]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	284913000	3	1.0	[363713009, 116680003, 363714003]	284913000	[[363713009, 0], [116680003, 0], [363714003, 0]]	[[371151008, 371150009, 282976003, 225601007, 282955008, 282981007, 284992009, 282960007, 288970004, 282641003], [365213006, 364935004, 365108002, 365209004, 365127008, 364923003, 365113003, 364934000, 365210009, 365272009], [284912005, 284906000, 714893004, 365213006, 714892009, 714895006, 714894005, 302274006, 301549009, 715095004]]	[[363713009, 0], [116680003, 0], [363714003, 0]]	[[371151008, 371150009, 282976003, 225601007, 282955008, 282981007, 284992009, 282960007, 288970004, 282641003], [365213006, 364935004, 365108002, 365209004, 365127008, 364923003, 365113003, 364934000, 365210009, 365272009], [284912005, 284906000, 714893004, 365213006, 714892009, 714895006, 714894005, 302274006, 301549009, 715095004]]
componente C4 del complemento (sustancia)	300899005	sustancia	0	0	[62699008, 29776002, 20057002, 724195008, 44728009, 10473000, 103200008, 84720003, 7161007, 52313003]	0	1.0	2	1.0	[116680003, 726542003]	62699008	2	1.0	[116680003, 726542003]	62699008	[[116680003, -1], [726542003, 0]]	[[259784004, 116646001, 259787006, 63244002, 104364009, 22923001, 104365005, 234624002, 234618008, 104366006], [734544007, 108940007, 372558009, 763342006, 261019009, 259788001, 372823004, 38013005, 290573009, 103192001]]	[[116680003, -1], [726542003, 0]]	[[259784004, 116646001, 259787006, 63244002, 104364009, 22923001, 104365005, 234624002, 234618008, 104366006], [734544007, 108940007, 372558009, 763342006, 261019009, 259788001, 372823004, 38013005, 290573009, 103192001]]
producto que contiene exactamente mesalazina 500 miligramos por cada comprimido de liberación prolongada para administración oral (fármaco de uso clínico)	765648000	fármaco de uso clínico	0	0	[765726003, 439147003, 317431008, 324244008, 324426003, 376655004, 421916001, 329613005, 323054005, 765507008]	0	1.0	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 4], [732945000, 0], [732946004, 4], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 387501005, 761877007, 733000006, 385192004, 385059007, 437759001, 66076007, 317402009], [385060002, 421155001, 764774009, 421620004, 385053008, 421026006, 421752008, 764780001, 422353003, 420692007], [732775002, 387501005, 317402009, 317432001, 732830006, 317401002, 322250004, 329853005, 317408008, 386890003], [779815007, 780061009, 780541005, 778427006, 780084002, 780348003, 778453003, 780415002, 779002004, 780534004], [385055001, 732936001, 387501005, 761877007, 733000006, 385192004, 385059007, 437759001, 66076007, 317402009], [387501005, 86977007, 788426009, 386890003, 38112003, 387248006, 317408008, 349821008, 370184002, 16755671000119107], [258684004, 408169001, 414718005, 396163008, 258796002, 258798001, 258797006, 418830004, 418670008, 258916009], [387501005, 86977007, 788426009, 386890003, 38112003, 387248006, 317408008, 349821008, 370184002, 16755671000119107], [387501005, 387248006, 386890003, 788426009, 420557005, 86977007, 391819000, 387072007, 396197001, 108518005], [387501005, 387248006, 386890003, 788426009, 420557005, 86977007, 391819000, 387072007, 396197001, 108518005]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 4], [732945000, 0], [732946004, 4], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 387501005, 761877007, 733000006, 385192004, 385059007, 437759001, 66076007, 317402009], [385060002, 421155001, 764774009, 421620004, 385053008, 421026006, 421752008, 764780001, 422353003, 420692007], [732775002, 387501005, 317402009, 317432001, 732830006, 317401002, 322250004, 329853005, 317408008, 386890003], [779815007, 780061009, 780541005, 778427006, 780084002, 780348003, 778453003, 780415002, 779002004, 780534004], [385055001, 732936001, 387501005, 761877007, 733000006, 385192004, 385059007, 437759001, 66076007, 317402009], [387501005, 86977007, 788426009, 386890003, 38112003, 387248006, 317408008, 349821008, 370184002, 16755671000119107], [258684004, 408169001, 414718005, 396163008, 258796002, 258798001, 258797006, 418830004, 418670008, 258916009], [387501005, 86977007, 788426009, 386890003, 38112003, 387248006, 317408008, 349821008, 370184002, 16755671000119107], [387501005, 387248006, 386890003, 788426009, 420557005, 86977007, 391819000, 387072007, 396197001, 108518005], [387501005, 387248006, 386890003, 788426009, 420557005, 86977007, 391819000, 387072007, 396197001, 108518005]]
soplo orbitario (hallazgo)	111977003	hallazgo	0	0	[414786004, 422325003, 414069003, 38061003, 68494000, 79758006, 88610006, 421493004, 65254001, 71201008]	0	1.0	2	1.0	[418775008, 116680003]	414786004	2	1.0	[418775008, 116680003]	414786004	[[418775008, 0], [116680003, -1]]	[[37931006, 449263002, 118241009, 225158009, 364457004, 129436005, 364060002, 718481007, 718479005, 718480008], [118241009, 421891006, 301272007, 300428002, 106070007, 128254003, 364457004, 364060002, 366465004, 37931006]]	[[418775008, 0], [116680003, -1]]	[[37931006, 449263002, 118241009, 225158009, 364457004, 129436005, 364060002, 718481007, 718479005, 718480008], [118241009, 421891006, 301272007, 300428002, 106070007, 128254003, 364457004, 364060002, 366465004, 37931006]]
producto que contiene minociclina en forma farmacéutica para administración parenteral como único ingrediente (forma farmacéutica de producto medicinal)	779911002	forma farmacéutica de producto medicinal	0	0	[779072003, 781659008, 779151003, 780613003, 780105000, 779713007, 778417000, 780138009, 778811006, 778786000]	0	1.0	5	1.0	[411116001, 766939001, 116680003, 766952006, 127489000]	779072003	5	1.0	[411116001, 766939001, 116680003, 766952006, 127489000]	779072003	[[411116001, 0], [766939001, 0], [116680003, 0], [766952006, 0], [127489000, 0]]	[[385287007, 440132002, 385268001, 767319000, 838484005, 782154004, 764194006, 761845009, 781658000, 781297000], [787994008, 788067009, 789691007, 773837006, 766941000, 789696002, 788020005, 773878008, 787992007, 773838001], [776800005, 775698003, 775308003, 776593005, 777769009, 776646007, 781651006, 775476004, 776705005, 781655002], [38112003, 129480005, 260303000, 256179003, 121348009, 264615003, 82609006, 259980003, 418895007, 14209008], [372653009, 372478003, 387548007, 419950007, 6162007, 418313005, 372779007, 781643008, 418895007, 373527003]]	[[411116001, 0], [766939001, 0], [116680003, 0], [766952006, 0], [127489000, 0]]	[[385287007, 440132002, 385268001, 767319000, 838484005, 782154004, 764194006, 761845009, 781658000, 781297000], [787994008, 788067009, 789691007, 773837006, 766941000, 789696002, 788020005, 773878008, 787992007, 773838001], [776800005, 775698003, 775308003, 776593005, 777769009, 776646007, 781651006, 775476004, 776705005, 781655002], [38112003, 129480005, 260303000, 256179003, 121348009, 264615003, 82609006, 259980003, 418895007, 14209008], [372653009, 372478003, 387548007, 419950007, 6162007, 418313005, 372779007, 781643008, 418895007, 373527003]]
monobenzoato de resorcinol (sustancia)	256103001	sustancia	0	2	[78032005, 255858009, 54086007, 772929008, 48078005, 387263009, 412100000, 255860006, 256167003, 395793001]	0	1.0	1	1.0	[116680003]	78032005	1	0.5	[116680003]	54086007	[[116680003, 0]]	[[302221001, 255853000, 273963008, 288841007, 255767004, 255878001, 256164005, 288847006, 255873005, 256209008]]	[[116680003, 1]]	[[255853000, 302221001, 255767004, 273963008, 256120002, 255873005, 256088009, 256164005, 42959003, 288841007]]
polo uterino del ovario [como un todo] (estructura corporal)	279913006	estructura corporal	0	0	[279912001, 279374002, 279373008, 730128003, 729049002, 728285004, 280124008, 362277009, 728284000, 279596007]	0	1.0	2	1.0	[116680003, 272741003]	279912001	2	1.0	[116680003, 272741003]	279912001	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 7435002, 43754007, 7755000, 23952005, 28471000, 19931006, 73051002], [182353008, 289787004, 360580004, 253832006, 54535009, 364282001, 73391008, 364280009, 289785007, 285432005]]	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 7435002, 43754007, 7755000, 23952005, 28471000, 19931006, 73051002], [182353008, 289787004, 360580004, 253832006, 54535009, 364282001, 73391008, 364280009, 289785007, 285432005]]
anestesia para procedimiento cerrado en húmero y codo (procedimiento)	1861004	procedimiento	0	0	[79038001, 57179005, 16342009, 75154005, 69749003, 63675002, 45146004, 30796007, 22156001, 112995002]	0	1.0	4	1.0	[116680003, 260686004, 363701004, 363702006]	79038001	4	1.0	[116680003, 260686004, 363701004, 363702006]	79038001	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[69749003, 57179005, 29959008, 75154005, 79196002, 16342009, 45146004, 63675002, 30796007, 79038001], [129445006, 302196006, 129318009, 264589007, 288468001, 129311003, 257747009, 256644001, 21232007, 57179005], [373266007, 231140001, 231143004, 373477003, 718132003, 699472001, 231221003, 231138006, 231217005, 713875009], [118734004, 15003005, 57179005, 45605005, 118714000, 118733005, 63675002, 30796007, 129201008, 75154005]]	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[69749003, 57179005, 29959008, 75154005, 79196002, 16342009, 45146004, 63675002, 30796007, 79038001], [129445006, 302196006, 129318009, 264589007, 288468001, 129311003, 257747009, 256644001, 21232007, 57179005], [373266007, 231140001, 231143004, 373477003, 718132003, 699472001, 231221003, 231138006, 231217005, 713875009], [118734004, 15003005, 57179005, 45605005, 118714000, 118733005, 63675002, 30796007, 129201008, 75154005]]
epinefrina (sustancia)	387362001	sustancia	0	0	[415227003, 96262009, 126134000, 131033001, 50685004, 126133006, 96254001, 468846009, 64722001, 313191000]	0	1.0	2	1.0	[116680003, 726542003]	415227003	2	1.0	[116680003, 726542003]	415227003	[[116680003, 0], [726542003, 0]]	[[75025002, 79580006, 734668005, 734672009, 237781008, 55003009, 21568003, 734671002, 35284004, 269854001], [734672009, 21568003, 734671002, 38254008, 79580006, 734668005, 129637007, 127023007, 75025002, 788327001]]	[[116680003, 0], [726542003, 0]]	[[75025002, 79580006, 734668005, 734672009, 237781008, 55003009, 21568003, 734671002, 35284004, 269854001], [734672009, 21568003, 734671002, 38254008, 79580006, 734668005, 129637007, 127023007, 75025002, 788327001]]
venas bronquiales izquierdas (estructura corporal)	361640008	estructura corporal	0	0	[361641007, 360700004, 272998002, 206486005, 161992004, 181284009, 360694005, 360695006, 128566008, 13572006]	0	1.0	2	1.0	[116680003, 272741003]	361641007	2	1.0	[116680003, 272741003]	361641007	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 64468002, 46704009, 84680009, 90895003, 313762007, 46686004, 771202006, 9086005], [24028007, 7771000, 51440002, 447673004, 448600002, 264176005, 264065008, 277593009, 277594003, 19801004]]	[[116680003, 0], [272741003, 1]]	[[20976003, 159530000, 64468002, 46704009, 84680009, 90895003, 313762007, 46686004, 771202006, 9086005], [24028007, 7771000, 51440002, 447673004, 448600002, 264176005, 264065008, 277593009, 277594003, 19801004]]
