Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
producto que contiene exactamente clorhidrato de desipramina 50 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	375530008	fármaco de uso clínico	0	0	[321843006, 374626009, 376689003, 376658002, 375370000, 371142000, 321747004, 321532005, 321499001, 371955003]	0	1.0	11	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 762949000, 732946004, 766939001, 732943007]	321843006	11	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 762949000, 732946004, 766939001, 732943007]	321843006	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [762949000, 0], [732946004, 0], [766939001, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 385059007, 66076007, 421701006, 733000006, 785042007, 385060002, 764780001], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 421701006, 783749008, 385024007], [732774003, 278495003, 409079006, 409645006, 318100006, 278496002, 325541008, 377463000, 235469009, 318128000], [778938000, 779771003, 778810007, 779542002, 780319009, 780685002, 778314006, 778799002, 779982000, 779899000], [385055001, 732936001, 761877007, 385059007, 66076007, 421701006, 733000006, 785042007, 385060002, 764780001], [38112003, 262052000, 261768000, 262049008, 708708008, 697941000, 264614004, 82609006, 121348009, 697940004], [258684004, 408169001, 414718005, 418670008, 258797006, 258916009, 418830004, 258685003, 258798001, 258796002], [26120001, 10424009, 387027004, 3378009, 46950002, 58956008, 108436007, 29666006, 396037001, 55124001], [38112003, 262052000, 261768000, 262049008, 708708008, 697941000, 264614004, 82609006, 121348009, 697940004], [773864007, 773873004, 773865008, 773876007, 773897008, 773925005, 773870001, 773878008, 773886008, 773922008], [26120001, 10424009, 387027004, 3378009, 46950002, 58956008, 108436007, 29666006, 396037001, 55124001]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [762949000, 0], [732946004, 0], [766939001, 0], [732943007, 0]]	[[385055001, 732936001, 761877007, 385059007, 66076007, 421701006, 733000006, 785042007, 385060002, 764780001], [421026006, 764780001, 421366001, 764774009, 385085006, 420692007, 385060002, 421701006, 783749008, 385024007], [732774003, 278495003, 409079006, 409645006, 318100006, 278496002, 325541008, 377463000, 235469009, 318128000], [778938000, 779771003, 778810007, 779542002, 780319009, 780685002, 778314006, 778799002, 779982000, 779899000], [385055001, 732936001, 761877007, 385059007, 66076007, 421701006, 733000006, 785042007, 385060002, 764780001], [38112003, 262052000, 261768000, 262049008, 708708008, 697941000, 264614004, 82609006, 121348009, 697940004], [258684004, 408169001, 414718005, 418670008, 258797006, 258916009, 418830004, 258685003, 258798001, 258796002], [26120001, 10424009, 387027004, 3378009, 46950002, 58956008, 108436007, 29666006, 396037001, 55124001], [38112003, 262052000, 261768000, 262049008, 708708008, 697941000, 264614004, 82609006, 121348009, 697940004], [773864007, 773873004, 773865008, 773876007, 773897008, 773925005, 773870001, 773878008, 773886008, 773922008], [26120001, 10424009, 387027004, 3378009, 46950002, 58956008, 108436007, 29666006, 396037001, 55124001]]
fractura de Quervain (trastorno)	46773004	trastorno	0	0	[263241008, 87905008, 27094009, 30060003, 704013006, 20511007, 209273000, 89161006, 209292003, 699532008]	0	1.0	4	1.0	[116676008, 116680003, 42752001, 363698007]	263241008	4	1.0	[116676008, 116680003, 42752001, 363698007]	263241008	[[116676008, -1], [116680003, -1], [42752001, 0], [363698007, -1]]	[[135898001, 135899009, 135897006, 135896002, 428133001, 135901000, 428153002, 426947006, 426164005, 427826000], [278537006, 263242001, 208637008, 263199001, 31978002, 263232003, 307727005, 208639006, 208638003, 6990005], [773760007, 263904004, 272379006, 405615003, 232249008, 231954005, 391180006, 428220001, 274179004, 789750003], [280017009, 129111008, 314626006, 280012003, 280014002, 119551003, 314628007, 22291000, 24571007, 761940003]]	[[116676008, -1], [116680003, -1], [42752001, 0], [363698007, -1]]	[[135898001, 135899009, 135897006, 135896002, 428133001, 135901000, 428153002, 426947006, 426164005, 427826000], [278537006, 263242001, 208637008, 263199001, 31978002, 263232003, 307727005, 208639006, 208638003, 6990005], [773760007, 263904004, 272379006, 405615003, 232249008, 231954005, 391180006, 428220001, 274179004, 789750003], [280017009, 129111008, 314626006, 280012003, 280014002, 119551003, 314628007, 22291000, 24571007, 761940003]]
vena safena externa [como un todo] (estructura corporal)	181404009	estructura corporal	0	0	[181402008, 731339000, 732135003, 361642000, 730650001, 730649001, 714755003, 181400000, 302677006, 9231002]	0	1.0	2	1.0	[116680003, 272741003]	181402008	2	1.0	[116680003, 272741003]	181402008	[[116680003, 0], [272741003, 0]]	[[26805005, 422849006, 60734001, 423152005, 210871006, 175818007, 362072009, 414369008, 175831002, 312141006], [182353008, 265026003, 231591006, 230909004, 709880000, 232506006, 708585006, 721025003, 721024004, 3135009]]	[[116680003, 0], [272741003, 0]]	[[26805005, 422849006, 60734001, 423152005, 210871006, 175818007, 362072009, 414369008, 175831002, 312141006], [182353008, 265026003, 231591006, 230909004, 709880000, 232506006, 708585006, 721025003, 721024004, 3135009]]
hiperplasia congénita de las glándulas sebáceas del labio (trastorno)	27680009	trastorno	0	0	[19845004, 235700007, 65274008, 123637000, 126884005, 88232005, 126490003, 92422009, 92273004, 35419003]	0	1.0	2	0.6667	[116676008, 116680003]	19845004	2	0.6667	[116676008, 116680003]	19845004	[[116676008, -1], [116680003, 0]]	[[55856005, 109549008, 10653003, 66042003, 737185000, 428543009, 109520000, 109521001, 11102005, 237677002], [238748009, 403852003, 55856005, 237751000, 698070009, 395220005, 109521001, 10653003, 3441005, 109520000]]	[[116676008, -1], [116680003, 0]]	[[55856005, 109549008, 10653003, 66042003, 737185000, 428543009, 109520000, 109521001, 11102005, 237677002], [238748009, 403852003, 55856005, 237751000, 698070009, 395220005, 109521001, 10653003, 3441005, 109520000]]
apófisis clinoides media [como un todo] (estructura corporal)	139885000	estructura corporal	0	0	[140188009, 139986003, 729830000, 727164007, 369004005, 730236002, 773180004, 728735007, 730054009, 730196005]	0	1.0	2	1.0	[116680003, 272741003]	140188009	2	1.0	[116680003, 272741003]	140188009	[[116680003, 2], [272741003, -1]]	[[69148001, 46117001, 82932007, 8854008, 68751009, 73115006, 59417004, 76016004, 310785009, 78926003], [255586005, 82497007, 49252004, 32176000, 1980003, 65363002, 61695000, 58194007, 6485001, 35183001]]	[[116680003, 2], [272741003, -1]]	[[69148001, 46117001, 82932007, 8854008, 68751009, 73115006, 59417004, 76016004, 310785009, 78926003], [255586005, 82497007, 49252004, 32176000, 1980003, 65363002, 61695000, 58194007, 6485001, 35183001]]
termometría con cristales líquidos (procedimiento)	252463007	procedimiento	2	2	[314004006, 264514008, 75195008, 167340007, 6528000, 23779000, 167346001, 167347005, 167344003, 167345002]	0	1.0	1	0.5	[116680003]	314004006	2	0.6667	[116680003, 260686004]	75195008	[[116680003, -1]]	[[366367006, 439081000124109, 366368001, 225579004, 228061007, 251840008, 249481003, 251839006, 717245009, 413097003]]	[[116680003, -1], [260686004, -1]]	[[225579004, 228061007, 430701006, 413097003, 127801007, 251840008, 789022006, 103744005, 405674009, 17447008], [360152008, 277763000, 129271007, 410460000, 360038009, 129265001, 367558000, 257890000, 256644001, 129278001]]
cuerpo extraño en la piel de la palma de la mano (trastorno)	298082009	trastorno	0	0	[298080001, 298081002, 298079004, 298097007, 283203007, 298066008, 275453008, 26795005, 283252006, 283162007]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	298080001	3	1.0	[116676008, 116680003, 363698007]	298080001	[[116676008, -1], [116680003, 2], [363698007, 3]]	[[298080001, 283162007, 211311003, 298079004, 298081002, 298097007, 298066008, 298064006, 405706000, 298099005], [298092001, 298073003, 298080001, 298079004, 298081002, 298097007, 298075005, 298100002, 298094000, 298063000], [33712006, 89784008, 26795005, 70887009, 24785000, 782451002, 782450001, 24527008, 21548009, 281644008]]	[[116676008, -1], [116680003, 2], [363698007, 3]]	[[298080001, 283162007, 211311003, 298079004, 298081002, 298097007, 298066008, 298064006, 405706000, 298099005], [298092001, 298073003, 298080001, 298079004, 298081002, 298097007, 298075005, 298100002, 298094000, 298063000], [33712006, 89784008, 26795005, 70887009, 24785000, 782451002, 782450001, 24527008, 21548009, 281644008]]
producto que contiene exactamente clorhidrato de milnaciprán 25 miligramos por cada comprimido para administración oral de liberación convencional (fármaco de uso clínico)	441568008	fármaco de uso clínico	0	0	[374536006, 375369001, 410916007, 373949001, 321842001, 375529003, 703778007, 321531003, 409460004, 375539009]	0	1.0	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	374536006	10	1.0	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	374536006	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 385059007, 66076007, 323342002, 370168003, 441961005, 441611004, 441732000, 765559002], [421026006, 764780001, 420692007, 421366001, 385085006, 764774009, 385060002, 421701006, 783749008, 385024007], [725124009, 67517005, 278495003, 707603007, 278494004, 447678008, 377462005, 273092009, 377483004, 377264009], [779905000, 778950006, 779982000, 787073007, 780566009, 779780003, 780765005, 778766004, 778555008, 779903007], [385055001, 732936001, 385059007, 66076007, 323342002, 370168003, 441961005, 441611004, 441732000, 765559002], [38112003, 261768000, 262049008, 262052000, 708708008, 697941000, 264614004, 697940004, 121348009, 82609006], [258684004, 408169001, 414718005, 418670008, 258797006, 418830004, 258916009, 258798001, 258835005, 396163008], [38112003, 261768000, 262049008, 262052000, 708708008, 697941000, 264614004, 697940004, 121348009, 82609006], [442642007, 108436007, 442699004, 787057001, 387243002, 1956002, 55124001, 395904008, 395768003, 32030002], [442642007, 108436007, 442699004, 787057001, 387243002, 1956002, 55124001, 395904008, 395768003, 32030002]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 0], [732945000, 0], [732946004, 0], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 385059007, 66076007, 323342002, 370168003, 441961005, 441611004, 441732000, 765559002], [421026006, 764780001, 420692007, 421366001, 385085006, 764774009, 385060002, 421701006, 783749008, 385024007], [725124009, 67517005, 278495003, 707603007, 278494004, 447678008, 377462005, 273092009, 377483004, 377264009], [779905000, 778950006, 779982000, 787073007, 780566009, 779780003, 780765005, 778766004, 778555008, 779903007], [385055001, 732936001, 385059007, 66076007, 323342002, 370168003, 441961005, 441611004, 441732000, 765559002], [38112003, 261768000, 262049008, 262052000, 708708008, 697941000, 264614004, 697940004, 121348009, 82609006], [258684004, 408169001, 414718005, 418670008, 258797006, 418830004, 258916009, 258798001, 258835005, 396163008], [38112003, 261768000, 262049008, 262052000, 708708008, 697941000, 264614004, 697940004, 121348009, 82609006], [442642007, 108436007, 442699004, 787057001, 387243002, 1956002, 55124001, 395904008, 395768003, 32030002], [442642007, 108436007, 442699004, 787057001, 387243002, 1956002, 55124001, 395904008, 395768003, 32030002]]
endocarditis de prótesis de válvula tricúspide (trastorno)	703190002	trastorno	0	0	[703179007, 703189006, 703201004, 703191003, 472831008, 459151006, 703292000, 736893007, 703287002, 703200003]	0	1.0	4	0.8	[116676008, 116680003, 255234002, 363698007]	703179007	4	0.8	[116676008, 116680003, 255234002, 363698007]	703179007	[[116676008, 0], [116680003, 0], [255234002, 2], [363698007, 1]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 708039003, 281371002, 123627005, 259971003], [473086001, 473090004, 473060006, 473101005, 473095009, 473036007, 473088000, 473100006, 473048005, 473094008], [77181006, 79917009, 8069005, 35350000, 47432005, 39883008, 733689006, 700981006, 700982004, 174937005], [708080005, 711576007, 711570001, 711579000, 711578008, 711571002, 711577003, 46030003, 731572004, 711572009]]	[[116676008, 0], [116680003, 0], [255234002, 2], [363698007, 1]]	[[409774005, 409776007, 409777003, 409775006, 72724002, 723198002, 708039003, 281371002, 123627005, 259971003], [473086001, 473090004, 473060006, 473101005, 473095009, 473036007, 473088000, 473100006, 473048005, 473094008], [77181006, 79917009, 8069005, 35350000, 47432005, 39883008, 733689006, 700981006, 700982004, 174937005], [708080005, 711576007, 711570001, 711579000, 711578008, 711571002, 711577003, 46030003, 731572004, 711572009]]
puente de estómago por anastomosis de esófago a duodeno (procedimiento)	173740007	procedimiento	0	0	[265365007, 173748000, 305621000, 173858006, 173586007, 173857001, 235282003, 265381002, 448190006, 398261006]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	265365007	3	1.0	[116680003, 260686004, 405813007]	265365007	[[116680003, 7], [260686004, 0], [405813007, 0]]	[[358575006, 173586007, 173590009, 173588008, 173560002, 304060006, 450482006, 265344001, 23797008, 173573003], [360021005, 48537004, 129407005, 14752007, 33500009, 304389001, 257890000, 233379008, 82596000, 367558000], [38848004, 263989007, 714325007, 78054007, 9999005, 77763002, 9566001, 12515005, 7780000, 262846002]]	[[116680003, 7], [260686004, 0], [405813007, 0]]	[[358575006, 173586007, 173590009, 173588008, 173560002, 304060006, 450482006, 265344001, 23797008, 173573003], [360021005, 48537004, 129407005, 14752007, 33500009, 304389001, 257890000, 233379008, 82596000, 367558000], [38848004, 263989007, 714325007, 78054007, 9999005, 77763002, 9566001, 12515005, 7780000, 262846002]]
