Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
incapaz de usar palangana (hallazgo)	284914006	hallazgo	0	0	[284913000, 285869003, 285868006, 284921006, 285862007, 289984003, 284920007, 285861000, 289985002, 289980007]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	284913000	3	1.0	[363713009, 116680003, 363714003]	284913000	[[363713009, 0], [116680003, 0], [363714003, 0]]	[[371151008, 371150009, 286658006, 714994009, 282926000, 282976003, 715006005, 248591004, 286106001, 286061006], [365213006, 365209004, 365108002, 365272009, 364923003, 365122002, 364935004, 365113003, 365127008, 365216003], [284912005, 284906000, 365213006, 714893004, 714892009, 714895006, 301549009, 714894005, 285885008, 302274006]]	[[363713009, 0], [116680003, 0], [363714003, 0]]	[[371151008, 371150009, 286658006, 714994009, 282926000, 282976003, 715006005, 248591004, 286106001, 286061006], [365213006, 365209004, 365108002, 365272009, 364923003, 365122002, 364935004, 365113003, 365127008, 365216003], [284912005, 284906000, 365213006, 714893004, 714892009, 714895006, 301549009, 714894005, 285885008, 302274006]]
componente C4 del complemento (sustancia)	300899005	sustancia	0	0	[62699008, 29776002, 20057002, 44728009, 10473000, 923009, 52313003, 79973001, 46336004, 7161007]	0	1.0	2	1.0	[116680003, 726542003]	62699008	2	1.0	[116680003, 726542003]	62699008	[[116680003, -1], [726542003, 0]]	[[259784004, 116646001, 70434003, 63244002, 22923001, 27960005, 86091003, 234593008, 234618008, 259787006], [734544007, 108940007, 372558009, 710284002, 734597001, 703829006, 734801003, 81123006, 413536000, 764413006]]	[[116680003, -1], [726542003, 0]]	[[259784004, 116646001, 70434003, 63244002, 22923001, 27960005, 86091003, 234593008, 234618008, 259787006], [734544007, 108940007, 372558009, 710284002, 734597001, 703829006, 734801003, 81123006, 413536000, 764413006]]
producto que contiene exactamente mesalazina 500 miligramos por cada comprimido de liberación prolongada para administración oral (fármaco de uso clínico)	765648000	fármaco de uso clínico	0	0	[765726003, 439147003, 317431008, 765507008, 376655004, 329613005, 324244008, 374938003, 409489002, 324426003]	0	1.0	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	10	0.9091	[732947008, 411116001, 732944001, 116680003, 763032000, 766952006, 732945000, 732946004, 762949000, 732943007]	765726003	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 387501005, 421595009, 385059007, 761877007, 426061004, 437759001, 317404005, 66076007], [385060002, 421155001, 421620004, 764774009, 385053008, 421026006, 421752008, 385085006, 764780001, 422353003], [732775002, 317402009, 387501005, 317432001, 322250004, 317401002, 353131001, 330040008, 329853005, 347070003], [779815007, 780541005, 779002004, 778453003, 840659003, 778925008, 780061009, 780415002, 779038006, 778276002], [385055001, 732936001, 387501005, 421595009, 385059007, 761877007, 426061004, 437759001, 317404005, 66076007], [387501005, 38112003, 262052000, 261768000, 262049008, 697941000, 697940004, 264614004, 708708008, 398011006], [258684004, 408169001, 414718005, 418670008, 258835005, 258797006, 258796002, 396163008, 418830004, 387501005], [387501005, 38112003, 262052000, 261768000, 262049008, 697941000, 697940004, 264614004, 708708008, 398011006], [387501005, 788426009, 387248006, 86977007, 391819000, 717856000, 419985007, 387116004, 439581000, 386890003], [387501005, 788426009, 387248006, 86977007, 391819000, 717856000, 419985007, 387116004, 439581000, 386890003]]	[[732947008, 1], [411116001, 0], [732944001, 0], [116680003, 0], [763032000, 1], [766952006, 1], [732945000, 0], [732946004, 1], [762949000, 0], [732943007, 0]]	[[385055001, 732936001, 387501005, 421595009, 385059007, 761877007, 426061004, 437759001, 317404005, 66076007], [385060002, 421155001, 421620004, 764774009, 385053008, 421026006, 421752008, 385085006, 764780001, 422353003], [732775002, 317402009, 387501005, 317432001, 322250004, 317401002, 353131001, 330040008, 329853005, 347070003], [779815007, 780541005, 779002004, 778453003, 840659003, 778925008, 780061009, 780415002, 779038006, 778276002], [385055001, 732936001, 387501005, 421595009, 385059007, 761877007, 426061004, 437759001, 317404005, 66076007], [387501005, 38112003, 262052000, 261768000, 262049008, 697941000, 697940004, 264614004, 708708008, 398011006], [258684004, 408169001, 414718005, 418670008, 258835005, 258797006, 258796002, 396163008, 418830004, 387501005], [387501005, 38112003, 262052000, 261768000, 262049008, 697941000, 697940004, 264614004, 708708008, 398011006], [387501005, 788426009, 387248006, 86977007, 391819000, 717856000, 419985007, 387116004, 439581000, 386890003], [387501005, 788426009, 387248006, 86977007, 391819000, 717856000, 419985007, 387116004, 439581000, 386890003]]
soplo orbitario (hallazgo)	111977003	hallazgo	0	0	[89985004, 422325003, 68494000, 71201008, 23795000, 79758006, 65254001, 414786004, 9559002, 414069003]	0	1.0	3	0.75	[418775008, 116680003, 363698007]	89985004	3	0.75	[418775008, 116680003, 363698007]	89985004	[[418775008, 0], [116680003, -1], [363698007, -1]]	[[37931006, 263826004, 449263002, 118241009, 464005008, 225158009, 68098006, 303515008, 120090001, 280545009], [31574009, 248677002, 30782001, 248672008, 248683004, 65254001, 71201008, 23795000, 79758006, 89985004], [277712000, 773935004, 773934000, 32206009, 25388009, 80316005, 29727008, 4061004, 113252001, 118506009]]	[[418775008, 0], [116680003, -1], [363698007, -1]]	[[37931006, 263826004, 449263002, 118241009, 464005008, 225158009, 68098006, 303515008, 120090001, 280545009], [31574009, 248677002, 30782001, 248672008, 248683004, 65254001, 71201008, 23795000, 79758006, 89985004], [277712000, 773935004, 773934000, 32206009, 25388009, 80316005, 29727008, 4061004, 113252001, 118506009]]
producto que contiene minociclina en forma farmacéutica para administración parenteral como único ingrediente (forma farmacéutica de producto medicinal)	779911002	forma farmacéutica de producto medicinal	0	0	[779072003, 779617001, 779151003, 781659008, 779994009, 780105000, 779273004, 780613003, 778417000, 830207003]	0	1.0	5	1.0	[411116001, 766939001, 116680003, 766952006, 127489000]	779072003	5	1.0	[411116001, 766939001, 116680003, 766952006, 127489000]	779072003	[[411116001, 0], [766939001, 0], [116680003, 0], [766952006, 0], [127489000, 0]]	[[385287007, 440132002, 761845009, 425427001, 385268001, 772626004, 428646005, 840399007, 767333000, 830206007], [787994008, 789691007, 773837006, 788067009, 773922008, 773923003, 773925005, 773886008, 773878008, 773833005], [776800005, 775698003, 777321009, 781651006, 777861000, 776633002, 776432001, 775476004, 776705005, 775308003], [38112003, 262049008, 262052000, 261768000, 697941000, 264614004, 697940004, 708708008, 264615003, 14209008], [372653009, 372478003, 105248006, 418895007, 296758002, 71417000, 351000220100, 372809001, 387474003, 785692009]]	[[411116001, 0], [766939001, 0], [116680003, 0], [766952006, 0], [127489000, 0]]	[[385287007, 440132002, 761845009, 425427001, 385268001, 772626004, 428646005, 840399007, 767333000, 830206007], [787994008, 789691007, 773837006, 788067009, 773922008, 773923003, 773925005, 773886008, 773878008, 773833005], [776800005, 775698003, 777321009, 781651006, 777861000, 776633002, 776432001, 775476004, 776705005, 775308003], [38112003, 262049008, 262052000, 261768000, 697941000, 264614004, 697940004, 708708008, 264615003, 14209008], [372653009, 372478003, 105248006, 418895007, 296758002, 71417000, 351000220100, 372809001, 387474003, 785692009]]
monobenzoato de resorcinol (sustancia)	256103001	sustancia	0	9	[78032005, 772929008, 412100000, 775378002, 421172008, 190284002, 434295000, 772404007, 387054001, 724034007]	1	0.6667000000000001	1	1.0	[116680003]	78032005	2	1.0	[116680003, 738774007]	724034007	[[116680003, 0]]	[[302221001, 255853000, 273963008, 288841007, 256164005, 256209008, 255878001, 255767004, 256006006, 288847006]]	[[116680003, -1], [738774007, 0]]	[[78032005, 398713003, 387054001, 387357002, 1520008, 68356001, 412100000, 764441005, 767205003, 111064005], [78032005, 398713003, 387054001, 387357002, 422343004, 412100000, 395933009, 387087002, 421208001, 22192002]]
polo uterino del ovario [como un todo] (estructura corporal)	279913006	estructura corporal	0	0	[279912001, 729049002, 279373008, 730128003, 362277009, 279374002, 279596007, 258222009, 728284000, 363534000]	0	1.0	2	1.0	[116680003, 272741003]	279912001	2	1.0	[116680003, 272741003]	279912001	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 43754007, 23952005, 37397003, 28471000, 7435002, 57117003, 7755000], [182353008, 279881002, 289785007, 176787007, 360580004, 764847000, 254888007, 54535009, 289774005, 285432005]]	[[116680003, 0], [272741003, 0]]	[[84569004, 74240004, 71252005, 43754007, 23952005, 37397003, 28471000, 7435002, 57117003, 7755000], [182353008, 279881002, 289785007, 176787007, 360580004, 764847000, 254888007, 54535009, 289774005, 285432005]]
anestesia para procedimiento cerrado en húmero y codo (procedimiento)	1861004	procedimiento	0	0	[57179005, 79038001, 16342009, 63675002, 69749003, 75154005, 30796007, 45146004, 22156001, 112995002]	0	1.0	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	4	1.0	[116680003, 260686004, 363701004, 363702006]	57179005	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 232604000, 232622002, 79038001, 86921005, 173094006, 238347002, 16342009], [129445006, 257878002, 256644001, 257890000, 129334007, 129325002, 367558000, 129333001, 360038009, 302196006], [373266007, 29179001, 373520001, 42360002, 373288007, 413535001, 373477003, 745638006, 373504006, 231206009], [118704009, 79038001, 16342009, 118706006, 118695007, 118715004, 118705005, 118716003, 8363004, 118712001]]	[[116680003, -1], [260686004, 0], [363701004, 0], [363702006, -1]]	[[75154005, 65031003, 78382006, 232604000, 232622002, 79038001, 86921005, 173094006, 238347002, 16342009], [129445006, 257878002, 256644001, 257890000, 129334007, 129325002, 367558000, 129333001, 360038009, 302196006], [373266007, 29179001, 373520001, 42360002, 373288007, 413535001, 373477003, 745638006, 373504006, 231206009], [118704009, 79038001, 16342009, 118706006, 118695007, 118715004, 118705005, 118716003, 8363004, 118712001]]
epinefrina (sustancia)	387362001	sustancia	1	3	[468846009, 126133006, 131033001, 126134000, 50685004, 96254001, 313191000, 64722001, 111564004, 346385006]	0	1.0	1	1.0	[116680003]	468846009	2	1.0	[116680003, 726542003]	126134000	[[116680003, -1]]	[[706160004, 438833006, 449812006, 18629005, 410942007, 269696000, 386357005, 462647007, 433215005, 386352004]]	[[116680003, 0], [726542003, 0]]	[[34582008, 706971002, 304366009, 52518006, 372839006, 767261009, 102751005, 259341003, 116280007, 4963003], [734672009, 21568003, 734671002, 38254008, 79580006, 734668005, 127023007, 129637007, 782889000, 782890009]]
venas bronquiales izquierdas (estructura corporal)	361640008	estructura corporal	0	0	[361641007, 360700004, 272998002, 277731006, 161992004, 248498007, 371858000, 161991006, 267042006, 361623004]	0	1.0	2	1.0	[116680003, 272741003]	361641007	2	1.0	[116680003, 272741003]	361641007	[[116680003, 0], [272741003, 1]]	[[20976003, 46704009, 159530000, 64468002, 84680009, 90895003, 27284009, 771203001, 313762007, 152814000], [24028007, 7771000, 51440002, 264176005, 264065008, 277593009, 19801004, 277594003, 448600002, 447673004]]	[[116680003, 0], [272741003, 1]]	[[20976003, 46704009, 159530000, 64468002, 84680009, 90895003, 27284009, 771203001, 313762007, 152814000], [24028007, 7771000, 51440002, 264176005, 264065008, 277593009, 19801004, 277594003, 448600002, 447673004]]
