Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
citrilo - CoA liasa (sustancia)	89453007	sustancia	0	0	[424006, 66103001, 87033006, 37023004, 51880001, 79006006, 785897001, 63307000, 41414000, 90066006]	0	1.0	2	1.0	[116680003, 726542003]	424006	2	1.0	[116680003, 726542003]	424006	[[116680003, 0], [726542003, 0]]	[[21533003, 28598003, 130932001, 130944003, 771370002, 26160000, 68101005, 1672007, 304264009, 130945002], [736202003, 2883002, 28767002, 130824008, 19013008, 86813000, 49846006, 82671008, 130850007, 26304004]]	[[116680003, 0], [726542003, 0]]	[[21533003, 28598003, 130932001, 130944003, 771370002, 26160000, 68101005, 1672007, 304264009, 130945002], [736202003, 2883002, 28767002, 130824008, 19013008, 86813000, 49846006, 82671008, 130850007, 26304004]]
derivación para endoscopia (procedimiento)	266755007	procedimiento	0	0	[306730008, 183876007, 183597004, 183874005, 183822007, 703939004, 183875006, 440378000, 700274009, 417033000]	0	1.0	2	1.0	[116680003, 260686004]	306730008	2	1.0	[116680003, 260686004]	306730008	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 308460009, 306195008, 306190003, 306180006, 306191004, 306182003, 306194007, 309625004], [129276002, 424208002, 129275003, 413092009, 413091002, 275643002, 129280007, 44383000, 129273005, 27217005]]	[[116680003, 0], [260686004, 0]]	[[306235002, 310030000, 308460009, 306195008, 306190003, 306180006, 306191004, 306182003, 306194007, 309625004], [129276002, 424208002, 129275003, 413092009, 413091002, 275643002, 129280007, 44383000, 129273005, 27217005]]
hipertrofia de papila anal (trastorno)	85316008	trastorno	2	2	[247206004, 81016008, 247219000, 235582004, 302200001, 373661007, 235588000, 49475008, 253239009, 406428006]	0	1.0	2	1.0	[116680003, 363698007]	247206004	3	1.0	[116676008, 116680003, 363698007]	247219000	[[116680003, -1], [363698007, 0]]	[[247201009, 249639002, 366252005, 366249002, 247143009, 300373008, 301912007, 300526001, 248381006, 366046002], [53505006, 111591002, 123675000, 721899000, 81016008, 721900005, 49475008, 66532008, 416658003, 47612000]]	[[116676008, 2], [116680003, -1], [363698007, 0]]	[[263939004, 61902006, 56246009, 79648003, 47396005, 111362001, 347954002, 392027008, 302770003, 88317000], [110601005, 89770003, 301960005, 47396005, 56246009, 347954002, 255225007, 301961009, 123675000, 830294002], [53505006, 78293005, 66532008, 78540008, 34381000, 47612000, 367605004, 41178004, 82139002, 235582004]]
clorhidrato de memantina (sustancia)	426610008	sustancia	0	0	[386856007, 108404000, 395848002, 703797007, 2991007, 108653007, 108713004, 108409005, 71043005, 395725004]	0	1.0	2	1.0	[116680003, 726542003]	386856007	2	1.0	[116680003, 726542003]	386856007	[[116680003, -1], [726542003, -1]]	[[372521009, 419614002, 418104001, 429890005, 417422007, 91384006, 406780001, 764391005, 766988001, 48070003], [734716009, 763159006, 734735009, 735857003, 734690005, 734720008, 788628004, 782206004, 763195003, 734619005]]	[[116680003, -1], [726542003, -1]]	[[372521009, 419614002, 418104001, 429890005, 417422007, 91384006, 406780001, 764391005, 766988001, 48070003], [734716009, 763159006, 734735009, 735857003, 734690005, 734720008, 788628004, 782206004, 763195003, 734619005]]
cloxacilina (sustancia)	373276005	sustancia	0	0	[96066001, 387544009, 372873001, 16492006, 386890003, 426208000, 387282000, 387170002, 387155003, 387091007]	0	1.0	2	1.0	[116680003, 726542003]	96066001	2	1.0	[116680003, 726542003]	96066001	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443457000, 443474000, 431109006, 360212004, 716530009, 416597004, 68892006], [768681000, 88704000, 80343000, 787994008, 768682007, 419241000, 387406002, 767125008, 372788003, 763805006]]	[[116680003, 0], [726542003, 0]]	[[373277001, 372598006, 113727004, 443457000, 443474000, 431109006, 360212004, 716530009, 416597004, 68892006], [768681000, 88704000, 80343000, 787994008, 768682007, 419241000, 387406002, 767125008, 372788003, 763805006]]
enfermedad de Paget de metacarpiano (trastorno)	203338008	trastorno	0	0	[203349002, 203337003, 203344007, 203334005, 203345008, 203336007, 203332009, 235117006, 203342006, 203343001]	0	1.0	2	1.0	[116680003, 363698007]	203349002	2	1.0	[116680003, 363698007]	203349002	[[116680003, 0], [363698007, 5]]	[[2089002, 55413008, 109714003, 203356008, 36963005, 302728008, 722902000, 203355007, 111254007, 82126001], [312780007, 9498009, 119542006, 11052003, 53884002, 36455000, 65609007, 126579006, 7160008, 37858003]]	[[116680003, 0], [363698007, 5]]	[[2089002, 55413008, 109714003, 203356008, 36963005, 302728008, 722902000, 203355007, 111254007, 82126001], [312780007, 9498009, 119542006, 11052003, 53884002, 36455000, 65609007, 126579006, 7160008, 37858003]]
medición sérica de GH a 180 minutos (procedimiento)	313932005	procedimiento	0	0	[313906004, 313905000, 313902002, 313926000, 313907008, 313908003, 313925001, 313931003, 313924002, 313893004]	0	1.0	4	1.0	[116686009, 246093002, 116680003, 260686004]	313906004	4	1.0	[116686009, 246093002, 116680003, 260686004]	313906004	[[116686009, 0], [246093002, -1], [116680003, -1], [260686004, 0]]	[[119364003, 258590006, 122591000, 441578006, 737089009, 122590004, 441584009, 441650000, 441729003, 119362004], [396458002, 708195009, 126150008, 109063008, 169198004, 51612003, 50665003, 79380007, 109066000, 418744004], [313504008, 313553008, 271050007, 270997002, 271286004, 271224004, 166793003, 250258001, 270975004, 313442000], [129266000, 303996000, 129296005, 360038009, 360232003, 129410003, 256644001, 257890000, 288468001, 277763000]]	[[116686009, 0], [246093002, -1], [116680003, -1], [260686004, 0]]	[[119364003, 258590006, 122591000, 441578006, 737089009, 122590004, 441584009, 441650000, 441729003, 119362004], [396458002, 708195009, 126150008, 109063008, 169198004, 51612003, 50665003, 79380007, 109066000, 418744004], [313504008, 313553008, 271050007, 270997002, 271286004, 271224004, 166793003, 250258001, 270975004, 313442000], [129266000, 303996000, 129296005, 360038009, 360232003, 129410003, 256644001, 257890000, 288468001, 277763000]]
sinfisectomía púbica (procedimiento)	133867001	procedimiento	2	2	[426006006, 263012009, 21922009, 724617000, 69119007, 239998007, 263038009, 280009001, 209232001, 208207008]	1	0.5	1	0.25	[116680003]	426006006	3	1.0	[116680003, 260686004, 405813007]	21922009	[[116680003, -1]]	[[397434007, 86375009, 397454008, 264207005, 276197005, 15246001, 722551008, 782715005, 111805009, 63194008]]	[[116680003, -1], [260686004, -1], [405813007, -1]]	[[34896006, 19484001, 260653003, 278735000, 119608007, 278718004, 263771001, 278721002, 278703000, 260655005], [367558000, 129298006, 277763000, 257890000, 360038009, 256644001, 129264002, 129318009, 129372002, 129410003], [257029008, 227637003, 16157006, 525009, 15149003, 76254005, 80242008, 38783005, 46986001, 52001001]]
campo quirúrgico para uso general, reutilizable, estéril (objeto físico)	470548001	objeto físico	0	0	[470401001, 470531009, 701713004, 704736009, 470556003, 701714005, 470740005, 704914002, 468446000, 470634007]	0	1.0	2	1.0	[840562008, 116680003]	470401001	2	1.0	[840562008, 116680003]	470401001	[[840562008, 0], [116680003, 0]]	[[261029002, 275742001, 336964001, 415584007, 134823007, 196081006, 863956004, 391683007, 701755008, 718249000], [706785002, 464948004, 465180006, 700806004, 465470002, 468647002, 65105002, 469847005, 470181009, 706111009]]	[[840562008, 0], [116680003, 0]]	[[261029002, 275742001, 336964001, 415584007, 134823007, 196081006, 863956004, 391683007, 701755008, 718249000], [706785002, 464948004, 465180006, 700806004, 465470002, 468647002, 65105002, 469847005, 470181009, 706111009]]
producto que contiene exactamente primidona 50 miligramos/1 mililitro, suspensión de liberación convencional para administración oral (fármaco de uso clínico)	371194003	fármaco de uso clínico	0	0	[413804001, 324005008, 375391008, 376631009, 317430009, 323888003, 408039005, 784817005, 323573004, 322239002]	0	1.0	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	413804001	9	0.9	[411116001, 116680003, 766952006, 733724008, 733725009, 733722007, 762949000, 733723002, 732943007]	413804001	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385071001, 385032004, 422353003, 385188006, 385193009, 421382000, 763485003], [780287000, 779213006, 778799002, 780098005, 780711005, 780763003, 778213003, 779212001, 778314006, 778745007], [38112003, 708708008, 261768000, 262052000, 262049008, 697941000, 697940004, 96002002, 102782009, 82609006], [732774003, 278495003, 409079006, 278496002, 409646007, 337570006, 337572003, 337568002, 337566003, 264707009], [258684004, 408169001, 418670008, 418148006, 258927006, 414718005, 258797006, 258916009, 427264006, 419355005], [258773002, 419346007, 259035002, 418261000, 418342002, 419805009, 258811000, 258952008, 413913003, 414733002], [387256009, 387244008, 387572002, 126101002, 373754002, 70732003, 387210001, 32800009, 386991003, 387222003], [38112003, 708708008, 261768000, 262052000, 262049008, 697941000, 697940004, 96002002, 102782009, 82609006], [387256009, 387244008, 387572002, 126101002, 373754002, 70732003, 387210001, 32800009, 386991003, 387222003]]	[[411116001, 0], [116680003, 0], [766952006, 0], [733724008, 0], [733725009, 0], [733722007, 0], [762949000, 0], [733723002, 0], [732943007, 0]]	[[385024007, 421366001, 769120006, 385071001, 385032004, 422353003, 385188006, 385193009, 421382000, 763485003], [780287000, 779213006, 778799002, 780098005, 780711005, 780763003, 778213003, 779212001, 778314006, 778745007], [38112003, 708708008, 261768000, 262052000, 262049008, 697941000, 697940004, 96002002, 102782009, 82609006], [732774003, 278495003, 409079006, 278496002, 409646007, 337570006, 337572003, 337568002, 337566003, 264707009], [258684004, 408169001, 418670008, 418148006, 258927006, 414718005, 258797006, 258916009, 427264006, 419355005], [258773002, 419346007, 259035002, 418261000, 418342002, 419805009, 258811000, 258952008, 413913003, 414733002], [387256009, 387244008, 387572002, 126101002, 373754002, 70732003, 387210001, 32800009, 386991003, 387222003], [38112003, 708708008, 261768000, 262052000, 262049008, 697941000, 697940004, 96002002, 102782009, 82609006], [387256009, 387244008, 387572002, 126101002, 373754002, 70732003, 387210001, 32800009, 386991003, 387222003]]
