Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
insuficiencia respiratoria hipoxémica crónica reagudizada (trastorno)	10672271000119100	trastorno	0	0	[7361000175106, 67905004, 428173007, 426896000, 20091000175107, 427896006, 709110009, 709111008, 735386008, 443344007]	0	1.0	3	1.0	[116680003, 263502005, 363698007]	7361000175106	3	1.0	[116680003, 263502005, 363698007]	7361000175106	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 90616004], [255212004, 238561006, 716771000, 90734009, 25649003, 160900005, 50188003, 13550009, 238587006, 314017009], [20139000, 118969007, 448708002, 50043002, 268925001, 714323000, 86762007, 287532007, 63303001, 423940004]]	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 90616004], [255212004, 238561006, 716771000, 90734009, 25649003, 160900005, 50188003, 13550009, 238587006, 314017009], [20139000, 118969007, 448708002, 50043002, 268925001, 714323000, 86762007, 287532007, 63303001, 423940004]]
resonancia magnética de columna vertebral de feto (procedimiento)	443079000	procedimiento	0	0	[241645008, 711185003, 417525006, 241648005, 431985004, 241647000, 432152009, 711184004, 430021001, 417726009]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	241645008	3	1.0	[116680003, 260686004, 405813007]	241645008	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 430829000, 764568007, 411571000119106, 495741000119105, 411611000119102, 394451000119106, 571891000119109, 409771000119104], [312250003, 764577000, 4251000179103, 16327691000119101, 720705001, 489801000119103, 764550009, 719178004, 465552002, 408548005], [53418001, 30340003, 6989001, 304037003, 75160005, 3865001, 297174005, 7874003, 297171002, 286591006]]	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 430829000, 764568007, 411571000119106, 495741000119105, 411611000119102, 394451000119106, 571891000119109, 409771000119104], [312250003, 764577000, 4251000179103, 16327691000119101, 720705001, 489801000119103, 764550009, 719178004, 465552002, 408548005], [53418001, 30340003, 6989001, 304037003, 75160005, 3865001, 297174005, 7874003, 297171002, 286591006]]
llanto excesivo en el recién nacido (hallazgo)	95629002	hallazgo	2	2	[431335002, 735747007, 240301009, 87476004, 48000002, 276715006, 433237003, 276632003, 276714005, 35683002]	0	1.0	1	0.5	[116680003]	431335002	2	1.0	[116680003, 363714003]	240301009	[[116680003, 0]]	[[162213003, 247784003, 271812002, 260378005, 248799000, 228279004, 735639001, 788918005, 160606002, 230064005]]	[[116680003, -1], [363714003, -1]]	[[72552008, 49415001, 371105007, 431335002, 735747007, 276715006, 206566008, 87476004, 35683002, 134251000119105], [364645004, 364660001, 364647007, 364538006, 406202006, 473344002, 363985000, 364171004, 364663004, 363924004]]
obtención y preparación de epiplón mayor (procedimiento)	180850006	procedimiento	0	0	[180826009, 309065004, 180851005, 180846004, 180793002, 180662008, 180718007, 427150001, 180758009, 177961005]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	180826009	3	1.0	[116680003, 260686004, 405813007]	180826009	[[116680003, 3], [260686004, 0], [405813007, -1]]	[[44945006, 74909004, 67954006, 53958007, 233462003, 180660000, 89106004, 448365004, 57299007, 439587001], [360025001, 367559008, 439587001, 53958007, 233462003, 67954006, 418926001, 445223007, 448365004, 129314006], [245136004, 25541006, 81440007, 245183002, 245076006, 82465007, 245085006, 40717002, 90012003, 245110006]]	[[116680003, 3], [260686004, 0], [405813007, -1]]	[[44945006, 74909004, 67954006, 53958007, 233462003, 180660000, 89106004, 448365004, 57299007, 439587001], [360025001, 367559008, 439587001, 53958007, 233462003, 67954006, 418926001, 445223007, 448365004, 129314006], [245136004, 25541006, 81440007, 245183002, 245076006, 82465007, 245085006, 40717002, 90012003, 245110006]]
catarata en hipoparatiroidismo (trastorno)	231971006	trastorno	0	0	[52421005, 717893006, 76309006, 64741003, 231970007, 267626000, 68216000, 247053007, 253223002, 95724003]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	52421005	3	1.0	[116676008, 116680003, 363698007]	52421005	[[116676008, 0], [116680003, -1], [363698007, 0]]	[[128305008, 276990006, 25088000, 413530006, 74345006, 190303007, 62697005, 37512009, 69183002, 42553009], [95724003, 247064005, 68216000, 128306009, 193570009, 285096004, 64741003, 267626000, 446474007, 264443002], [78076003, 40049005, 38881003, 302151004, 280536008, 32259006, 70278005, 77205005, 247075009, 80973000]]	[[116676008, 0], [116680003, -1], [363698007, 0]]	[[128305008, 276990006, 25088000, 413530006, 74345006, 190303007, 62697005, 37512009, 69183002, 42553009], [95724003, 247064005, 68216000, 128306009, 193570009, 285096004, 64741003, 267626000, 446474007, 264443002], [78076003, 40049005, 38881003, 302151004, 280536008, 32259006, 70278005, 77205005, 247075009, 80973000]]
placa superior de laminilla espiral coclear [como un todo] (estructura corporal)	729132006	estructura corporal	0	0	[729131004, 729129008, 729128000, 729149004, 729130003, 730956009, 729148007, 279790004, 279840005, 729150004]	0	1.0	2	1.0	[116680003, 272741003]	729131004	2	1.0	[116680003, 272741003]	729131004	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279786001, 279843007, 279791000, 729131004, 28784008, 4871003], [182353008, 709880000, 24614000, 239189008, 397087000, 409056005, 246914007, 310039004, 57438004, 306576005]]	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279786001, 279843007, 279791000, 729131004, 28784008, 4871003], [182353008, 709880000, 24614000, 239189008, 397087000, 409056005, 246914007, 310039004, 57438004, 306576005]]
histerectomía vaginal asistida por laparoscopia con salpingo-ooforectomía bilateral (procedimiento)	441820006	procedimiento	0	0	[608806004, 739674007, 739673001, 75835007, 414575003, 739670003, 739669004, 116144002, 429763009, 63516002]	0	1.0	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	[[116680003, 4], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739673001, 739674007, 391996005, 391083006, 29827000, 427851004, 765470006, 765469005, 116144002, 609275002], [739674007, 739673001, 116144002, 739670003, 29827000, 739669004, 765470006, 609275002, 391996005, 765469005], [391083006, 765470006, 765469005, 391996005, 427851004, 739674007, 739673001, 302340005, 29827000, 473239006], [391996005, 281609006, 281839004, 739673001, 739674007, 129312005, 129384000, 129399000, 129311003, 312421008], [302340005, 76876009, 391996005, 386634006, 29827000, 116028008, 609275002, 387656003, 51933005, 739673001]]	[[116680003, 4], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739673001, 739674007, 391996005, 391083006, 29827000, 427851004, 765470006, 765469005, 116144002, 609275002], [739674007, 739673001, 116144002, 739670003, 29827000, 739669004, 765470006, 609275002, 391996005, 765469005], [391083006, 765470006, 765469005, 391996005, 427851004, 739674007, 739673001, 302340005, 29827000, 473239006], [391996005, 281609006, 281839004, 739673001, 739674007, 129312005, 129384000, 129399000, 129311003, 312421008], [302340005, 76876009, 391996005, 386634006, 29827000, 116028008, 609275002, 387656003, 51933005, 739673001]]
síndrome de Bloom (trastorno)	4434006	trastorno	0	1	[427698009, 230264003, 278098005, 14785004, 4283007, 24956004, 32123005, 403595006, 307816004, 55602000]	1	0.6667000000000001	1	1.0	[116680003]	427698009	1	0.5	[116680003]	230264003	[[116680003, -1]]	[[212966005, 111735006, 70079009, 212970002, 212986009, 6806005, 212889001, 242937003, 109954009, 95864008]]	[[116680003, -1]]	[[37340000, 230257000, 84590007, 95647008, 49793008, 230254007, 299737009, 299738004, 46251005, 160344000]]
síndrome de aspiración de meconio (trastorno)	206292002	trastorno	0	0	[10269001, 129571008, 278927005, 238826008, 350353007, 427320001, 69971003, 191853003, 426737000, 32891000]	0	1.0	2	1.0	[246454002, 116680003]	10269001	2	1.0	[246454002, 116680003]	10269001	[[246454002, -1], [116680003, -1]]	[[450426006, 111467008, 26291002, 9936001, 21404001, 22067002, 89062002, 278927005, 303112003, 370119003], [106012007, 5984000, 62714009, 49725005, 179924009, 90108007, 17082004, 82719008, 206153000, 17766007]]	[[246454002, -1], [116680003, -1]]	[[450426006, 111467008, 26291002, 9936001, 21404001, 22067002, 89062002, 278927005, 303112003, 370119003], [106012007, 5984000, 62714009, 49725005, 179924009, 90108007, 17082004, 82719008, 206153000, 17766007]]
estudios de captación/excreción de isótopos (procedimiento)	169123003	procedimiento	0	0	[104996005, 308111008, 104978001, 241444000, 241386007, 445881001, 12341000, 446323000, 470270004, 446889005]	0	1.0	2	0.6667	[116680003, 260686004]	104996005	2	0.6667	[116680003, 260686004]	104996005	[[116680003, -1], [260686004, -1]]	[[241280003, 395124008, 252895004, 395115004, 275730006, 28680007, 313197001, 275731005, 268443005, 241415002], [360165004, 129423005, 129286001, 288468001, 261518005, 129442009, 129278001, 257890000, 302204005, 303996000]]	[[116680003, -1], [260686004, -1]]	[[241280003, 395124008, 252895004, 395115004, 275730006, 28680007, 313197001, 275731005, 268443005, 241415002], [360165004, 129423005, 129286001, 288468001, 261518005, 129442009, 129278001, 257890000, 302204005, 303996000]]
rilpivirina (sustancia)	703123005	sustancia	0	0	[713464000, 781493004, 709133005, 715220007, 772193003, 385556006, 422091007, 781506003, 763591004, 63779001]	0	1.0	2	1.0	[116680003, 726542003]	713464000	2	1.0	[116680003, 726542003]	713464000	[[116680003, -1], [726542003, -1]]	[[301451006, 300067003, 299987008, 412046002, 770949007, 707154008, 304366009, 301804000, 304325009, 301457005], [734613006, 774300000, 427965001, 428617003, 774302008, 774308007, 782582001, 734563008, 734578001, 734741002]]	[[116680003, -1], [726542003, -1]]	[[301451006, 300067003, 299987008, 412046002, 770949007, 707154008, 304366009, 301804000, 304325009, 301457005], [734613006, 774300000, 427965001, 428617003, 774302008, 774308007, 782582001, 734563008, 734578001, 734741002]]
método de tinción de eosina-azur (procedimiento)	117046008	procedimiento	0	0	[117231008, 406872000, 116998002, 117223003, 117331006, 117009009, 406979008, 117235004, 117309003, 104220003]	0	1.0	2	1.0	[116680003, 424361007]	117231008	2	1.0	[116680003, 424361007]	117231008	[[116680003, -1], [424361007, 1]]	[[37926009, 117327000, 117260004, 406880007, 117222008, 406925004, 406928002, 406911000, 406943000, 117328005], [406976001, 36879007, 53511009, 65730007, 70520000, 89028002, 12119009, 21592006, 38271009, 12001002]]	[[116680003, -1], [424361007, 1]]	[[37926009, 117327000, 117260004, 406880007, 117222008, 406925004, 406928002, 406911000, 406943000, 117328005], [406976001, 36879007, 53511009, 65730007, 70520000, 89028002, 12119009, 21592006, 38271009, 12001002]]
hemólisis extravascular (hallazgo)	51467008	hallazgo	0	0	[73320003, 404227002, 15601008, 198830009, 418983006, 70797006, 182784008, 12296009, 70823006, 104150001]	0	1.0	3	1.0	[363713009, 116680003, 363714003]	73320003	3	1.0	[363713009, 116680003, 363714003]	73320003	[[363713009, 2], [116680003, -1], [363714003, 1]]	[[299938006, 410591008, 52101004, 298321008, 162086005, 314231002, 161954000, 698526007, 763657009, 314367006], [127403002, 284531007, 128088003, 409029008, 414366001, 123788008, 710873001, 123790009, 123789000, 225027006], [73320003, 404227002, 15601008, 198830009, 418983006, 70797006, 182784008, 12296009, 70823006, 104150001]]	[[363713009, 2], [116680003, -1], [363714003, 1]]	[[299938006, 410591008, 52101004, 298321008, 162086005, 314231002, 161954000, 698526007, 763657009, 314367006], [127403002, 284531007, 128088003, 409029008, 414366001, 123788008, 710873001, 123790009, 123789000, 225027006], [73320003, 404227002, 15601008, 198830009, 418983006, 70797006, 182784008, 12296009, 70823006, 104150001]]
sobredosis voluntaria de tranilcipromina (trastorno)	295904009	trastorno	0	0	[295900000, 295892001, 296150003, 295896003, 295151007, 296423000, 295797001, 295883004, 296281004, 296175004]	0	1.0	2	1.0	[116680003, 246075003]	295900000	2	1.0	[116680003, 246075003]	295900000	[[116680003, 0], [246075003, 0]]	[[59274003, 296327000, 59369008, 295510002, 55680006, 295344005, 297010006, 295642000, 295522004, 296410007], [372891006, 387161000, 387528000, 387523009, 387561007, 373524005, 372760009, 387226000, 396010003, 387438007]]	[[116680003, 0], [246075003, 0]]	[[59274003, 296327000, 59369008, 295510002, 55680006, 295344005, 297010006, 295642000, 295522004, 296410007], [372891006, 387161000, 387528000, 387523009, 387561007, 373524005, 372760009, 387226000, 396010003, 387438007]]
reclamo de indemnización pendiente (hallazgo)	160811003	hallazgo	1	-1	[275670009, 313109005, 185007003, 308980001, 309004003, 308583005, 308578002, 308981002, 310334003, 308992001]	0	1.0	1	1.0	[116680003]	275670009	1	1.0	[116680003]	313109005	[[116680003, -1]]	[[86988001, 227637003, 55261004, 47414005, 272861002, 257178000, 272992001, 82851002, 50405005, 732577007]]	[[116680003, -1]]	[[76498008, 11764003, 80405004, 919001, 47939006, 161541000119104, 66984008, 398070004, 31758001, 34951003]]
luxación bilateral de glándulas lagrimales (trastorno)	345451000119103	trastorno	1	1	[1671000087105, 346771000119109, 345481000119105, 16237421000119109, 10155006, 766747005, 30641009, 15977991000119101, 15952101000119109, 16357831000119100]	0	1.0	1	0.3333	[116680003]	1671000087105	3	0.75	[116676008, 116680003, 363698007]	346771000119109	[[116680003, 0]]	[[340091000119105, 334491000119108, 725037009, 725038004, 85706002, 44178003, 1201000087102, 1211000087100, 80984007, 48065005]]	[[116676008, 4], [116680003, 4], [363698007, 2]]	[[86988001, 55261004, 47414005, 28666000, 87642003, 20694007, 272992001, 12174009, 3271000146109, 360976001], [420088004, 10587002, 246836006, 23492003, 340091000119105, 334491000119108, 418050001, 241456004, 419434009, 175010001], [340091000119105, 334491000119108, 80984007, 18855009, 13561001, 44178003, 85706002, 48065005, 91590006, 714648009]]
abuso de agentes hipnóticos y ansiolíticos sin adicción, continuo (trastorno)	191905001	trastorno	0	0	[191906000, 191907009, 191899001, 191893000, 191930003, 191900006, 191894006, 191931004, 191924003, 191918009]	0	1.0	2	1.0	[116680003, 246075003]	191906000	2	1.0	[116680003, 246075003]	191906000	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 191912005, 414874007, 191893000, 191913000, 145121000119106, 191899001, 231461004], [373209002, 439304005, 312098001, 10028000, 1686006, 5444000, 1973000, 47664006, 373230006, 28864000]]	[[116680003, 0], [246075003, 0]]	[[268647004, 191924003, 191925002, 191912005, 414874007, 191893000, 191913000, 145121000119106, 191899001, 231461004], [373209002, 439304005, 312098001, 10028000, 1686006, 5444000, 1973000, 47664006, 373230006, 28864000]]
quiste de la glándula tímica (trastorno)	40478000	trastorno	0	0	[23951003, 1482004, 72325004, 237717004, 57044006, 10480003, 9875009, 237465002, 30624007, 71579005]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	23951003	3	1.0	[116676008, 116680003, 363698007]	23951003	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 67475007, 78753008, 125293008, 204766008, 110410009, 65705009, 232410007], [248516005, 423309002, 424667001, 248515009, 314536008, 424918001, 361160004, 246845007, 246818006, 314535007], [28323001, 714652009, 10410005, 714649001, 127855006, 1028005, 2759004, 2789006, 721067007, 424873002]]	[[116676008, 0], [116680003, -1], [363698007, -1]]	[[367643001, 441457006, 178377003, 67475007, 78753008, 125293008, 204766008, 110410009, 65705009, 232410007], [248516005, 423309002, 424667001, 248515009, 314536008, 424918001, 361160004, 246845007, 246818006, 314535007], [28323001, 714652009, 10410005, 714649001, 127855006, 1028005, 2759004, 2789006, 721067007, 424873002]]
creación de fístula vesicovaginal (procedimiento)	176144000	procedimiento	0	0	[236907007, 233468004, 58614007, 71382001, 233469007, 64215005, 112905007, 235386002, 440520008, 265432003]	0	1.0	3	0.75	[116680003, 260686004, 363704007]	236907007	3	0.75	[116680003, 260686004, 363704007]	236907007	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 44117004, 118858005, 32998005, 387614002, 43096003, 118855008, 118856009, 236871008], [129284003, 788288006, 129344009, 360028004, 424832003, 441504007, 129306000, 360051004, 129416009, 425362007], [35039007, 245485002, 91079009, 60028002, 280704004, 387646002, 237075006, 237076007, 9293002, 120046006]]	[[116680003, -1], [260686004, -1], [363704007, -1]]	[[118862004, 108083004, 44117004, 118858005, 32998005, 387614002, 43096003, 118855008, 118856009, 236871008], [129284003, 788288006, 129344009, 360028004, 424832003, 441504007, 129306000, 360051004, 129416009, 425362007], [35039007, 245485002, 91079009, 60028002, 280704004, 387646002, 237075006, 237076007, 9293002, 120046006]]
