Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
insuficiencia respiratoria hipoxémica crónica reagudizada (trastorno)	10672271000119100	trastorno	0	0	[7361000175106, 67905004, 428173007, 426896000, 20091000175107, 427896006, 709111008, 709110009, 735386008, 10676831000119101]	0	1.0	3	1.0	[116680003, 263502005, 363698007]	7361000175106	3	1.0	[116680003, 263502005, 363698007]	7361000175106	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 236433006], [255212004, 238561006, 90734009, 160900005, 716771000, 25649003, 13550009, 32979008, 314017009, 50188003], [20139000, 118969007, 448708002, 50043002, 287532007, 303814000, 268925001, 86762007, 63303001, 363121006]]	[[116680003, 0], [263502005, 0], [363698007, 0]]	[[67905004, 7361000175106, 428173007, 426896000, 427896006, 20091000175107, 709111008, 709110009, 443344007, 236433006], [255212004, 238561006, 90734009, 160900005, 716771000, 25649003, 13550009, 32979008, 314017009, 50188003], [20139000, 118969007, 448708002, 50043002, 287532007, 303814000, 268925001, 86762007, 63303001, 363121006]]
resonancia magnética de columna vertebral de feto (procedimiento)	443079000	procedimiento	0	0	[241645008, 241648005, 711185003, 241647000, 419356006, 433141005, 417726009, 419636004, 432152009, 711184004]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	241645008	3	1.0	[116680003, 260686004, 405813007]	241645008	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 495741000119105, 411571000119106, 411611000119102, 394451000119106, 571891000119109, 764568007, 409771000119104, 396171000119100], [312250003, 764577000, 719178004, 4251000179103, 16327691000119101, 382911000119105, 489801000119103, 16334561000119101, 409791000119103, 383311000119100], [53418001, 30340003, 304037003, 297174005, 297171002, 6989001, 297173004, 75160005, 297172009, 3865001]]	[[116680003, -1], [260686004, 0], [405813007, 0]]	[[414458006, 432850003, 495741000119105, 411571000119106, 411611000119102, 394451000119106, 571891000119109, 764568007, 409771000119104, 396171000119100], [312250003, 764577000, 719178004, 4251000179103, 16327691000119101, 382911000119105, 489801000119103, 16334561000119101, 409791000119103, 383311000119100], [53418001, 30340003, 304037003, 297174005, 297171002, 6989001, 297173004, 75160005, 297172009, 3865001]]
llanto excesivo en el recién nacido (hallazgo)	95629002	hallazgo	2	2	[735747007, 431335002, 240301009, 433237003, 48000002, 276632003, 134251000119105, 87476004, 51978008, 35683002]	0	1.0	1	0.25	[116680003]	735747007	2	1.0	[116680003, 363714003]	240301009	[[116680003, 0]]	[[162213003, 233776003, 247784003, 271812002, 735639001, 248799000, 787094005, 89675003, 37941009, 229732007]]	[[116680003, -1], [363714003, -1]]	[[72552008, 49415001, 371105007, 431335002, 735747007, 206566008, 134251000119105, 433237003, 35683002, 87476004], [364645004, 364660001, 364663004, 364647007, 364171004, 406202006, 364538006, 702748008, 363924004, 363801007]]
obtención y preparación de epiplón mayor (procedimiento)	180850006	procedimiento	0	0	[180826009, 180851005, 180718007, 180793002, 309065004, 180662008, 426098003, 180846004, 309069005, 180758009]	0	1.0	3	1.0	[116680003, 260686004, 405813007]	180826009	3	1.0	[116680003, 260686004, 405813007]	180826009	[[116680003, 5], [260686004, 0], [405813007, -1]]	[[67954006, 233462003, 448365004, 44945006, 57299007, 53958007, 180660000, 74909004, 89106004, 448361008], [360025001, 53958007, 233462003, 129269007, 67954006, 448365004, 129280007, 439587001, 419656003, 448361008], [245136004, 245183002, 245141007, 25541006, 245076006, 245085006, 81440007, 307037006, 82465007, 245110006]]	[[116680003, 5], [260686004, 0], [405813007, -1]]	[[67954006, 233462003, 448365004, 44945006, 57299007, 53958007, 180660000, 74909004, 89106004, 448361008], [360025001, 53958007, 233462003, 129269007, 67954006, 448365004, 129280007, 439587001, 419656003, 448361008], [245136004, 245183002, 245141007, 25541006, 245076006, 245085006, 81440007, 307037006, 82465007, 245110006]]
catarata en hipoparatiroidismo (trastorno)	231971006	trastorno	0	0	[717893006, 247064005, 95724003, 52421005, 64741003, 267626000, 264443002, 68216000, 446474007, 128306009]	0	1.0	4	1.0	[116676008, 116680003, 363698007, 42752001]	717893006	4	1.0	[116676008, 116680003, 363698007, 42752001]	717893006	[[116676008, 0], [116680003, -1], [363698007, 0], [42752001, -1]]	[[128305008, 38422002, 50822002, 370950002, 128306009, 193570009, 285096004, 36350006, 95724003, 247064005], [128306009, 193570009, 285096004, 247064005, 95724003, 267626000, 68216000, 53889007, 79410001, 110998005], [78076003, 840672002, 40049005, 38881003, 70278005, 231749006, 247051009, 85785001, 280536008, 172525002], [36976004, 359743001, 190455009, 237654002, 359742006, 240091005, 387031005, 60877009, 74107003, 717903003]]	[[116676008, 0], [116680003, -1], [363698007, 0], [42752001, -1]]	[[128305008, 38422002, 50822002, 370950002, 128306009, 193570009, 285096004, 36350006, 95724003, 247064005], [128306009, 193570009, 285096004, 247064005, 95724003, 267626000, 68216000, 53889007, 79410001, 110998005], [78076003, 840672002, 40049005, 38881003, 70278005, 231749006, 247051009, 85785001, 280536008, 172525002], [36976004, 359743001, 190455009, 237654002, 359742006, 240091005, 387031005, 60877009, 74107003, 717903003]]
placa superior de laminilla espiral coclear [como un todo] (estructura corporal)	729132006	estructura corporal	0	0	[729131004, 729129008, 729128000, 729149004, 729130003, 279790004, 730956009, 729150004, 729887009, 279840005]	0	1.0	2	1.0	[116680003, 272741003]	729131004	2	1.0	[116680003, 272741003]	729131004	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279843007, 279786001, 729131004, 279791000, 4871003, 730956009], [182353008, 709880000, 437882009, 384727002, 24614000, 369141009, 36368009, 732064009, 369128005, 732106006]]	[[116680003, 0], [272741003, 0]]	[[279793002, 279792007, 279789008, 279788000, 279843007, 279786001, 729131004, 279791000, 4871003, 730956009], [182353008, 709880000, 437882009, 384727002, 24614000, 369141009, 36368009, 732064009, 369128005, 732106006]]
histerectomía vaginal asistida por laparoscopia con salpingo-ooforectomía bilateral (procedimiento)	441820006	procedimiento	0	0	[608806004, 75835007, 739673001, 739674007, 414575003, 739669004, 739670003, 116144002, 429763009, 739671004]	0	1.0	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	5	0.8333	[116680003, 424876005, 405813007, 260686004, 425391005]	608806004	[[116680003, 3], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739673001, 739674007, 391996005, 29827000, 391083006, 609275002, 116144002, 76876009, 427851004, 739669004], [739674007, 739673001, 739670003, 739669004, 391996005, 116144002, 29827000, 414575003, 609275002, 739672006], [76876009, 302340005, 386634006, 391083006, 29827000, 427851004, 739673001, 739674007, 176415006, 391996005], [391996005, 129399000, 129296005, 281839004, 129311003, 899991000168109, 281609006, 360084004, 360315000, 129372002], [609275002, 609230000, 116028008, 391996005, 83152002, 76876009, 29827000, 739673001, 739674007, 302340005]]	[[116680003, 3], [424876005, -1], [405813007, -1], [260686004, -1], [425391005, -1]]	[[739673001, 739674007, 391996005, 29827000, 391083006, 609275002, 116144002, 76876009, 427851004, 739669004], [739674007, 739673001, 739670003, 739669004, 391996005, 116144002, 29827000, 414575003, 609275002, 739672006], [76876009, 302340005, 386634006, 391083006, 29827000, 427851004, 739673001, 739674007, 176415006, 391996005], [391996005, 129399000, 129296005, 281839004, 129311003, 899991000168109, 281609006, 360084004, 360315000, 129372002], [609275002, 609230000, 116028008, 391996005, 83152002, 76876009, 29827000, 739673001, 739674007, 302340005]]
síndrome de Bloom (trastorno)	4434006	trastorno	0	3	[427698009, 32123005, 309776008, 14785004, 277850002, 403595006, 76129002, 275850001, 230264003, 29904009]	1	0.6667000000000001	1	1.0	[116680003]	427698009	1	0.5	[116680003]	14785004	[[116680003, -1]]	[[212966005, 111735006, 212970002, 6806005, 70079009, 212986009, 363620006, 95864008, 242937003, 212889001]]	[[116680003, -1]]	[[45030009, 34406007, 118941004, 246789004, 127346000, 415238003, 420443006, 85418005, 90310002, 246780000]]
síndrome de aspiración de meconio (trastorno)	206292002	trastorno	0	0	[10269001, 278927005, 129571008, 238826008, 350353007, 77925001, 32891000, 191853003, 276541002, 465339006]	0	1.0	2	1.0	[246454002, 116680003]	10269001	2	1.0	[246454002, 116680003]	10269001	[[246454002, -1], [116680003, -1]]	[[450426006, 303114002, 111467008, 26291002, 303112003, 9936001, 21404001, 370119003, 22067002, 89062002], [106012007, 5984000, 49725005, 62714009, 90108007, 179924009, 206153000, 62657007, 17082004, 17766007]]	[[246454002, -1], [116680003, -1]]	[[450426006, 303114002, 111467008, 26291002, 303112003, 9936001, 21404001, 370119003, 22067002, 89062002], [106012007, 5984000, 49725005, 62714009, 90108007, 179924009, 206153000, 62657007, 17082004, 17766007]]
estudios de captación/excreción de isótopos (procedimiento)	169123003	procedimiento	0	0	[50621006, 241386007, 12341000, 470270004, 7656009, 104978001, 56987003, 250725006, 409082001, 8994009]	0	1.0	3	0.75	[116680003, 260686004, 424361007]	50621006	3	0.75	[116680003, 260686004, 424361007]	50621006	[[116680003, -1], [260686004, -1], [424361007, 1]]	[[386206008, 74590001, 11278003, 443578000, 50759007, 40892001, 66995002, 431772006, 106091004, 63911002], [129266000, 129264002, 257890000, 256644001, 129410003, 129318009, 367558000, 360038009, 129420008, 130311000], [33638001, 89457008, 111077001, 52646004, 2637006, 88090008, 12414006, 85142003, 56904008, 8355000]]	[[116680003, -1], [260686004, -1], [424361007, 1]]	[[386206008, 74590001, 11278003, 443578000, 50759007, 40892001, 66995002, 431772006, 106091004, 63911002], [129266000, 129264002, 257890000, 256644001, 129410003, 129318009, 367558000, 360038009, 129420008, 130311000], [33638001, 89457008, 111077001, 52646004, 2637006, 88090008, 12414006, 85142003, 56904008, 8355000]]
