Concepto	ID	Semantic tag	Top	Top Rel	Similares	Palabras no contenida	% palabras contenidas	Relaciones igual 1	% igual 1	Nombres igual 1	ID 1	Relaciones igual match	% igual match	Nombres igual match	ID match	Analogias 1	Analogias 1 Lista	Analogias Sem	Analogias Sem Lista
supervisión de embarazo de alto riesgo con antecedente de muerte intrauterina (régimen/tratamiento)	713234005	régimen/tratamiento	0	0	[713233004, 713241004, 713242006, 702740001, 32531000119102, 713240003, 702736005, 713238008, 713239000, 702739003]	0	1.0	2	1.0	[116680003, 363702006]	713233004	2	1.0	[116680003, 363702006]	713233004	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 47200007, 702742009, 713242006, 386322007, 10761591000119105, 10761551000119100], [47200007, 702738006, 702741002, 386322007, 15508007, 702758007, 401330008, 237239003, 74491000119109, 394685004]]	[[116680003, 0], [363702006, 0]]	[[702738006, 702741002, 702758007, 74491000119109, 47200007, 702742009, 713242006, 386322007, 10761591000119105, 10761551000119100], [47200007, 702738006, 702741002, 386322007, 15508007, 702758007, 401330008, 237239003, 74491000119109, 394685004]]
linfoma semejante a hidroa vacciniforme (trastorno)	763719001	trastorno	4	4	[450907007, 789440003, 419094004, 733875004, 277654008, 866098005, 277622004, 397350003, 200837006, 445269007]	0	1.0	1	1.0	[116680003]	450907007	2	1.0	[116676008, 116680003]	277654008	[[116680003, -1]]	[[789440003, 722958008, 450907007, 703801008, 397351004, 445964006, 762316003, 200837006, 254290004, 20991001]]	[[116676008, 3], [116680003, -1]]	[[276815004, 103686008, 787036009, 450907007, 128807009, 109979007, 51092000, 128808004, 703821009, 118607005], [277617004, 277626001, 277615007, 277627005, 277643003, 277616008, 772292003, 277642008, 314925008, 277618009]]
cinamil - alcohol deshidrogenasa (sustancia)	69095004	sustancia	0	0	[13305006, 26148001, 45717000, 26753001, 68826003, 43821000, 79211004, 87336008, 34690002, 129992001]	1	0.75	2	1.0	[116680003, 726542003]	13305006	2	1.0	[116680003, 726542003]	13305006	[[116680003, 0], [726542003, 0]]	[[129919009, 771363002, 28598003, 26160000, 68101005, 130945002, 830279001, 130944003, 129921004, 129922006], [736206000, 130154000, 130126007, 130097007, 46978001, 130088008, 129961003, 40588002, 130161001, 129941009]]	[[116680003, 0], [726542003, 0]]	[[129919009, 771363002, 28598003, 26160000, 68101005, 130945002, 830279001, 130944003, 129921004, 129922006], [736206000, 130154000, 130126007, 130097007, 46978001, 130088008, 129961003, 40588002, 130161001, 129941009]]
remoción colposcópica de cuerpo extraño de la vagina (procedimiento)	176740000	procedimiento	0	0	[176738005, 343973002, 112914002, 363282007, 176354006, 300231003, 232574005, 284904002, 234928001, 37470006]	0	1.0	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	4	1.0	[363700003, 116680003, 260686004, 405814001]	176738005	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 42014008, 262604009, 9805008, 397325001, 22608008, 8210009, 371646003, 19316008, 439722006], [128395003, 128394004, 68017002, 315305006, 19678009, 49619003, 1868005, 48743000, 235196003, 429593000], [129303008, 129306000, 360325005, 281698007, 129443004, 129399000, 255595002, 303996000, 367558000, 277763000], [76784001, 85802006, 236267004, 12817009, 309880009, 359980002, 28644007, 18857001, 464661001, 276313002]]	[[363700003, 0], [116680003, -1], [260686004, 0], [405814001, 0]]	[[19227008, 42014008, 262604009, 9805008, 397325001, 22608008, 8210009, 371646003, 19316008, 439722006], [128395003, 128394004, 68017002, 315305006, 19678009, 49619003, 1868005, 48743000, 235196003, 429593000], [129303008, 129306000, 360325005, 281698007, 129443004, 129399000, 255595002, 303996000, 367558000, 277763000], [76784001, 85802006, 236267004, 12817009, 309880009, 359980002, 28644007, 18857001, 464661001, 276313002]]
neoplasia maligna del recto, unión rectosigmoide y ano (trastorno)	187760008	trastorno	0	0	[109839004, 188838004, 443488001, 96281000119107, 187734007, 126849006, 10987871000119109, 781382000, 189380000, 781076008]	0	1.0	3	1.0	[116676008, 116680003, 363698007]	109839004	3	1.0	[116676008, 116680003, 363698007]	109839004	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[86049000, 722533007, 93980002, 372087000, 188253000, 93941005, 94080006, 422782004, 94132005, 10987871000119109], [109821008, 128415001, 187734007, 722533007, 448675008, 10987871000119109, 188253000, 92314003, 443488001, 93980002], [263976001, 85036004, 280876005, 61990008, 413244001, 72257001, 110598000, 110599008, 244415001, 278957001]]	[[116676008, -1], [116680003, -1], [363698007, -1]]	[[86049000, 722533007, 93980002, 372087000, 188253000, 93941005, 94080006, 422782004, 94132005, 10987871000119109], [109821008, 128415001, 187734007, 722533007, 448675008, 10987871000119109, 188253000, 92314003, 443488001, 93980002], [263976001, 85036004, 280876005, 61990008, 413244001, 72257001, 110598000, 110599008, 244415001, 278957001]]
hipersensibilidad gastrointestinal causada por alimento (trastorno)	735459007	trastorno	0	0	[402384009, 735468009, 735455001, 402390008, 419452009, 200895000, 10852006, 735456000, 432989008, 762531008]	0	1.0	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	402384009	5	1.0	[116680003, 116676008, 246075003, 363698007, 370135005]	402384009	[[116680003, -1], [116676008, -1], [246075003, -1], [363698007, -1], [370135005, 9]]	[[421807004, 187101004, 111798006, 252632002, 240384004, 240376003, 235157009, 735446004, 300438007, 235435008], [421807004, 252637008, 252632002, 705509004, 449072004, 443466001, 361586003, 303499003, 300438007, 303699009], [705505005, 105590001, 89227002, 417176000, 259653007, 700624004, 301054007, 56552006, 116180002, 45986006], [39937001, 34799006, 50545003, 37222002, 74160004, 6076005, 51457003, 116370005, 82654007, 41935005], [769260004, 769261000, 422076005, 422339003, 421871004, 771698008, 771519007, 421310001, 733155006, 472963003]]	[[116680003, -1], [116676008, -1], [246075003, -1], [363698007, -1], [370135005, 9]]	[[421807004, 187101004, 111798006, 252632002, 240384004, 240376003, 235157009, 735446004, 300438007, 235435008], [421807004, 252637008, 252632002, 705509004, 449072004, 443466001, 361586003, 303499003, 300438007, 303699009], [705505005, 105590001, 89227002, 417176000, 259653007, 700624004, 301054007, 56552006, 116180002, 45986006], [39937001, 34799006, 50545003, 37222002, 74160004, 6076005, 51457003, 116370005, 82654007, 41935005], [769260004, 769261000, 422076005, 422339003, 421871004, 771698008, 771519007, 421310001, 733155006, 472963003]]
piel de la cara posterior del antebrazo [como un todo] (estructura corporal)	181539006	estructura corporal	0	0	[181538003, 727628007, 727856004, 181548001, 727626006, 181549009, 727627002, 727633006, 727852002, 727621001]	0	1.0	2	1.0	[116680003, 272741003]	181538003	2	1.0	[116680003, 272741003]	181538003	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 244137003, 52968007, 244139000, 66420006, 181536004, 19601002], [182353008, 437882009, 42903008, 732064009, 140693008, 337724002, 279099009, 732025006, 730165001, 727052001]]	[[116680003, 0], [272741003, 0]]	[[41550009, 70559009, 4578000, 88200005, 244137003, 52968007, 244139000, 66420006, 181536004, 19601002], [182353008, 437882009, 42903008, 732064009, 140693008, 337724002, 279099009, 732025006, 730165001, 727052001]]
tuberculosis en la madre que complica el nacimiento (trastorno)	10759881000119100	trastorno	0	0	[10754031000119105, 10809061000119106, 10760041000119103, 10759921000119107, 10759761000119100, 10753101000119102, 32801000119106, 10812131000119108, 10759961000119102, 10750551000119100]	0	1.0	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	3	1.0	[116680003, 370135005, 246075003]	10754031000119105	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 10760001000119100, 10745291000119103, 40609001, 10743001000119103, 10759401000119105, 10811201000119102, 10760041000119103], [441862004, 415178003, 719982003, 702640006, 609404002, 442614005, 308489006, 272515006, 263680009, 702639009], [68704007, 54915000, 450421001, 112341004, 113896009, 113897000, 66768001, 450422008, 116412006, 113898005]]	[[116680003, 1], [370135005, 0], [246075003, -1]]	[[10759841000119105, 32801000119106, 10759961000119102, 10760001000119100, 10745291000119103, 40609001, 10743001000119103, 10759401000119105, 10811201000119102, 10760041000119103], [441862004, 415178003, 719982003, 702640006, 609404002, 442614005, 308489006, 272515006, 263680009, 702639009], [68704007, 54915000, 450421001, 112341004, 113896009, 113897000, 66768001, 450422008, 116412006, 113898005]]
colágeno ADP (sustancia)	391381000	sustancia	0	-1	[109010000, 61472002, 17420003, 409080009, 62183001, 26234007, 24245007, 816029007, 413884004, 712596002]	0	1.0	1	1.0	[116680003]	109010000	1	1.0	[116680003]	109010000	[[116680003, 0]]	[[61472002, 412028008, 17420003, 109010000, 261267006, 62183001, 77847002, 413884004, 33545008, 54911009]]	[[116680003, 0]]	[[61472002, 412028008, 17420003, 109010000, 261267006, 62183001, 77847002, 413884004, 33545008, 54911009]]
tratamiento hipolipemiante suspendido (situación)	764637000	situación	0	0	[170588009, 764968003, 170712003, 170586008, 309841001, 170711005, 135822005, 135797000, 170904002, 308116003]	0	1.0	4	1.0	[408731000, 116680003, 408730004, 408732007]	170588009	4	1.0	[408731000, 116680003, 408730004, 408732007]	170588009	[[408731000, 0], [116680003, 0], [408730004, 0], [408732007, 0]]	[[410512000, 410584005, 410586007, 410585006, 410587003, 410588008, 410511007, 15240007, 426794005, 103333000], [394908001, 394906002, 385655000, 708538000, 183932001, 417451006, 362964009, 418661005, 73735000, 169443000], [410545000, 307155000, 769562006, 3091000175105, 309606002, 56089003, 307165006, 698485007, 449369001, 243884009], [410604004, 57646009, 444279003, 37555008, 444280000, 444147003, 444055008, 444191003, 276091008, 251472002]]	[[408731000, 0], [116680003, 0], [408730004, 0], [408732007, 0]]	[[410512000, 410584005, 410586007, 410585006, 410587003, 410588008, 410511007, 15240007, 426794005, 103333000], [394908001, 394906002, 385655000, 708538000, 183932001, 417451006, 362964009, 418661005, 73735000, 169443000], [410545000, 307155000, 769562006, 3091000175105, 309606002, 56089003, 307165006, 698485007, 449369001, 243884009], [410604004, 57646009, 444279003, 37555008, 444280000, 444147003, 444055008, 444191003, 276091008, 251472002]]
